UniprotID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
 nan 	 PREDICTED: nuclear receptor corepressor 1 isoform X1 	 Ncor1 	4364	3.87	5924.3	1	1	0.51	2529
 A0A087WQ44 	 helicase SRCAP 	 Srcap 	4696	2.03	2542.9	1	1	0.58	3271
 Q3TQ10 	 tuberin isoform 5 	 Tsc2 	4808	1.56	29825.2	1	1	0.61	1814
 nan 	" PREDICTED: spectrin alpha chain, non-erythrocytic 1 isoform X7 "	 Sptan1 	3282	9.74	25412.9	1	1	0.69	2464
 E9Q2E4 	 probable E3 ubiquitin-protein ligase HECTD4 	 Gm15800 	3451	8.52	67671.0	5	3	0.75	4418
 A3KGU9 	" spectrin alpha chain, non-erythrocytic 1 isoform 4 "	 Sptan1 	4206	4.55	37680.9	2	1	0.76	2498
 Q6DFV1 	 condensin-2 complex subunit G2 	 Ncapg2 	4738	1.83	1379.3	1	1	0.79	1138
 Q6ZQ93 	 ubiquitin carboxyl-terminal hydrolase 34 	 Usp34 	3202	10.41	11234.9	2	2	0.81	3582
 Q8CG29 	 unconventional myosin-If 	 Myo1f 	4723	1.90	18540.5	1	1	0.82	1098
 Q6ZQK0 	 condensin-2 complex subunit D3 	 Ncapd3 	3979	5.63	11430.7	1	1	0.93	1506
 P13705 	 DNA mismatch repair protein Msh3 isoform 1 	 Msh3 	4233	4.46	16650.8	1	1	1.00	1095
 Q6PGG2 	 GEM-interacting protein 	 Gmip 	4403	3.64	62481.3	2	1	1.03	971
 Q4QY64 	 ATPase family AAA domain-containing protein 5 	 Atad5 	4286	4.25	61190.2	2	2	1.04	1826
 Q8BHB4 	 WD repeat-containing protein 3 	 Wdr3 	3730	6.77	26750.8	2	1	1.06	942
 P97434 	 myosin phosphatase Rho-interacting protein isoform 1 	 Mprip 	4245	4.40	3554.5	1	1	1.06	1037
 Q8BKX6 	 serine/threonine-protein kinase SMG1 	 Smg1 	4208	4.55	33970.5	4	3	1.07	3658
 Q99PP2 	 zinc finger protein 318 isoform 1 	 Zfp318 	4427	3.51	24109.5	2	2	1.07	2237
 Q80UE5 	 PREDICTED: band 4.1-like protein 2 isoform X8 	 Epb41l2 	3882	6.06	15686.4	1	1	1.09	918
 nan 	 PREDICTED: leucine-rich repeat flightless-interacting protein 1 	 Lrrfip1 	4283	4.25	45512.3	3	1	1.09	1013
 Q80SU7 	 interferon-induced very large GTPase 1 	 Gm4070 	4052	5.25	74903.1	13	5	1.11	2427
 Q99L88 	 beta-1-syntrophin 	 Sntb1 	4493	3.12	18446.2	3	1	1.12	537
 Q61361 	 brevican core protein isoform 1 precursor 	 Bcan 	4490	3.13	33480.9	1	1	1.13	883
 Q9ES97 	 reticulon-3 isoform 1 	 Rtn3 	3610	7.52	47089.9	4	1	1.14	964
 Q64700 	 retinoblastoma-like protein 2 isoform 1 	 Rbl2 	4091	5.09	21376.7	2	1	1.15	1135
 nan 	 PREDICTED: MAP7 domain-containing protein 3 isoform X1 	 Mtap7d3 	4456	3.35	37263.3	3	2	1.18	935
 G3X9H5 	 huntingtin 	 Htt 	3383	9.01	34770.0	4	3	1.19	3120
 Q08761 	 vitamin K-dependent protein S preproprotein 	 Pros1 	4596	2.47	19222.4	1	1	1.19	675
 Q6P1H4 	 exostosin-like 3 	 Extl3 	4606	2.43	7781.6	1	1	1.20	919
 Q9EST3 	 eukaryotic translation initiation factor 4E transporter isoform a 	 Eif4enif1 	3332	9.33	24786.6	2	1	1.22	983
 Q6QI06 	 rapamycin-insensitive companion of mTOR 	 Rictor 	3656	7.20	51867.9	4	2	1.23	1708
 Q3UXZ9 	 lysine-specific demethylase 5A 	 Kdm5a 	3971	5.67	34935.0	3	2	1.24	1690
 P70121 	 zinc fingers and homeoboxes protein 1 	 Zhx1 	4474	3.26	11242.3	1	1	1.26	873
 Q62137 	 tyrosine-protein kinase JAK3 	 Jak3 	3710	6.88	40060.5	1	1	1.27	1100
