UniprotID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
 Q3SXA6 	 TNFAIP3-interacting protein 3 	 Tnip3 	2855	4.35	21129.4	1	1	9.13	208
 Q8R361 	 rab11 family-interacting protein 5 isoform 1 	 Rab11fip5 	1410	15.94	106215.8	11	6	7.13	1318
 Q68ED7 	 CREB-regulated transcription coactivator 1 	 Crtc1 	2902	4.01	6327.1	1	1	2.86	630
 Q68FF6 	 ARF GTPase-activating protein GIT1 	 Git1 	1681	12.55	67620.2	5	3	6.10	770
 Q8C1B7 	 septin-11 isoform 3 	 Sept11 	1793	11.26	52375.5	5	3	10.26	429
 Q5PSV9 	 mediator of DNA damage checkpoint protein 1 	 Mdc1 	1100	21.02	90186.1	10	4	4.33	1708
 Q5NCR9 	 nuclear speckle splicing regulatory protein 1 	 Nsrp1 	2891	4.08	29566.4	4	2	3.14	542
 A2AJG0 	 ribonuclease P protein subunit p38 	 Rpp38 	1846	10.56	27660.2	2	2	8.21	280
 P17047 	 lysosome-associated membrane glycoprotein 2 isoform 1 precursor 	 Lamp2 	1391	16.13	94803.0	10	5	10.60	415
 A2ADY9 	 protein DDI1 homolog 2 	 Ddi2 	1471	15.00	73964.6	4	2	7.77	399
 Q9QYC0 	 alpha-adducin isoform 1 	 Add1 	1741	11.75	49228.2	5	3	6.53	735
 Q62393 	 tumor protein D52 isoform 2 	 Tpd52 	850	25.79	155854.2	11	4	22.77	224
 Q8K019 	 bcl-2-associated transcription factor 1 isoform 1 	 Bclaf1 	838	26.17	132150.7	11	5	9.58	919
 P17095 	 high mobility group protein HMG-I/HMG-Y isoform a 	 Hmga1 	1913	9.79	72560.8	7	2	22.43	107
 F8VPR5 	 CREB-binding protein 	 Crebbp 	1263	18.04	103495.2	10	8	4.79	2441
 F8VPZ3 	 ubiquitin carboxyl-terminal hydrolase 32 	 Usp32 	3129	2.02	42494.5	2	2	2.37	1604
