UniprotID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
 Q6IRU2 	 tropomyosin alpha-4 chain 	 Tpm4 	3081	2.25	7462.2	1	1	3.63	248
 Q64191 	 N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase isoform 1 	 Aga 	2923	3.62	33242.8	4	1	4.91	346
 Q5U4D9 	 THO complex subunit 6 homolog 	 Thoc6 	2813	4.65	30593.4	1	1	4.69	341
 Q91XB0 	 three-prime repair exonuclease 1 	 Trex1 	2908	3.72	3550.5	1	1	6.37	314
 P56394 	 cytochrome c oxidase copper chaperone 	 Cox17 	2085	7.84	43602.2	2	1	25.40	63
 Q9WV98 	 mitochondrial import inner membrane translocase subunit Tim9 	 Timm9 	2563	5.98	41655.0	2	1	16.85	89
 Q3TV70 	 nuclear receptor 2C2-associated protein isoform 1 	 Nr2c2ap 	2775	4.86	10163.1	2	1	8.57	140
 A0AUN0 	 SEC23-interacting protein 	 Sec23ip 	2735	5.08	15155.7	1	1	1.10	998
 Q8R3F5 	" malonyl-CoA-acyl carrier protein transacylase, mitochondrial "	 Mcat 	2676	5.36	6030.2	1	1	3.94	381
 Q9CQN7 	" 39S ribosomal protein L41, mitochondrial precursor "	 Mrpl41 	2016	8.22	20949.9	1	1	9.63	135
 Q3V4B5 	 COMM domain-containing protein 6 isoform 1 	 Commd6 	2127	7.64	22069.1	1	1	14.94	87
 Q3UJU9 	 regulator of microtubule dynamics protein 3 	 Rmdn3 	2208	7.34	34991.7	6	1	3.62	470
 Q3UV17 	" keratin, type II cytoskeletal 2 oral "	 Krt76 	2470	6.39	144313.5	8	1	1.52	594
 Q3UGS4 	 protein FAM195B 	 Fam195b 	2687	5.32	29131.8	2	1	9.28	97
 Q8K135 	 dyslexia-associated protein KIAA0319-like protein isoform 1 	 AU040320 	2553	6.03	37739.9	2	1	1.38	1085
 Q8C5L3 	 CCR4-NOT transcription complex subunit 2 isoform d 	 Cnot2 	2202	7.36	14468.7	1	1	2.91	550
 Q61017 	 guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2 	 Gngt2 	1886	9.30	34506.9	2	1	20.29	69
 Q6ZWY8 	 thymosin beta-10 	 Tmsb10 	2725	5.12	70002.2	3	1	31.82	44
 Q8BYH7 	 TBC1 domain family member 17 	 Tbc1d17 	2730	5.10	22321.9	1	1	2.33	645
 P17439 	 glucosylceramidase precursor 	 Gba 	2199	7.37	37605.2	2	1	2.52	515
 Q8BN78 	 transcriptional regulator Kaiso 	 Zbtb33 	2739	5.06	44792.4	6	1	3.13	671
 Q9Z2P8 	 vesicle-associated membrane protein 5 	 Vamp5 	2425	6.61	47957.4	2	1	12.74	102
 E9QAP7 	 transcription initiation factor TFIID subunit 4 	 Taf4 	2270	7.14	20544.8	1	1	1.34	1042
 B1AVZ0 	 uracil phosphoribosyltransferase homolog 	 Uprt 	2759	4.95	44743.2	3	1	4.19	310
 Q3UVK0 	 endoplasmic reticulum metallopeptidase 1 	 Ermp1 	3148	1.91	24877.9	2	1	1.45	898
 B2RXR6 	 serine/threonine-protein phosphatase 6 regulatory ankyrin repeat 	 Ankrd44 	2612	5.69	6137.4	1	1	1.21	993
 P30282 	 G1/S-specific cyclin-D3 	 Ccnd3 	2175	7.48	42027.0	3	1	7.19	292
 Q8BK30 	 NADH dehydrogenase 	 Ndufv3 	3013	2.83	35091.3	2	1	10.58	104
 C0HKG5 	 ribonuclease T2 precursor 	 Rnaset2a 	2450	6.49	29722.8	2	1	3.86	259
 P0C0A3 	 charged multivesicular body protein 6 	 Chmp6 	2543	6.08	22586.9	1	1	6.50	200
 O08992 	 syntenin-1 isoform 1 	 Sdcbp 	2772	4.88	26086.0	1	1	3.68	299
 Q80XC2 	 tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A 	 Trmt61a 	3174	1.78	17899.8	1	1	4.83	290
 Q5XG69 	 soluble lamin-associated protein of 75 kDa 	 Fam169a 	2205	7.36	26243.5	2	1	2.56	665
 Q61990 	 poly(rC)-binding protein 2 isoform 3 	 Pcbp2 	2744	5.04	18947.3	2	1	8.76	331
 Q32NZ6 	 transmembrane channel-like protein 5 isoform a 	 Tmc5 	2872	4.04	27703.4	1	1	1.34	967
 A2AHG2 	 PHD finger protein 21A isoform 2 	 Phf21a 	2849	4.27	9108.0	1	1	2.76	688
 Q3U935 	 cellular nucleic acid-binding protein isoform 3 	 Cnbp 	2285	7.08	36973.7	3	1	8.24	170
 P97808 	 FXYD domain-containing ion transport regulator 5 isoform a 	 Fxyd5 	2237	7.23	65862.9	7	1	10.67	178
 Q9D103 	 interferon-induced transmembrane protein 1 	 Ifitm1 	2376	6.78	10126.7	1	1	15.09	106
 P61804 	 dolichyl-diphosphooligosaccharide--protein glycosyltransferase 	 Dad1 	2466	6.40	18930.6	1	1	10.62	113
 Q9D8X1 	 copper homeostasis protein cutC homolog isoform 1 	 Cutc 	2395	6.70	21363.0	3	1	5.51	272
 B1ARV6 	 novel preferentially expressed antigen in melanoma (Prame) protein 	 Gm13125 	3085	2.21	187184.6	5	1	2.10	477
 Q91W67 	 ubiquitin-like protein 7 	 Ubl7 	2774	4.86	14909.2	1	1	2.63	380
 Q3TEA8 	 heterochromatin protein 1-binding protein 3 isoform 1 	 Hp1bp3 	3048	2.55	30750.9	2	1	7.40	554
 L7N466 	" 5, 10-methenyltetrahydrofolate synthetase-like "	 Mthfsl 	2344	6.85	43532.9	2	1	5.91	203
 Q9JMD0 	 BUB3-interacting and GLEBS motif-containing protein ZNF207 isoform 	 Zfp207 	3173	1.79	15337.1	1	1	2.83	495
 Q61211 	 eukaryotic translation initiation factor 2D isoform 1 	 Eif2d 	2299	7.02	21388.5	4	1	3.16	570
 Q9JHF5 	 V-type proton ATPase 116 kDa subunit a isoform 3 	 Tcirg1 	2670	5.39	28319.1	2	1	2.40	834
 Q8BJ64 	" choline dehydrogenase, mitochondrial "	 Chdh 	3074	2.29	21041.4	2	1	2.18	596
 Q9QY24 	 Z-DNA-binding protein 1 isoform 2 	 Zbp1 	2229	7.26	24750.6	1	1	6.95	187
 Q8BGQ1 	 spermatogenesis-defective protein 39 homolog isoform a 	 Vipas39 	2142	7.60	48726.9	3	1	2.24	491
 P0C8B4 	 uncharacterized protein C14orf142 homolog 	 AK010878 	1785	10.09	82279.9	6	1	21.43	98
 Q5FWK3 	 rho GTPase-activating protein 1 isoform 1 	 Arhgap1 	2568	5.96	47032.2	3	1	3.76	479
 Q8C253 	 galectin-3 	 Lgals3 	2481	6.35	16998.8	2	1	4.17	264
 Q60604 	 adseverin isoform 1 	 Scin 	2640	5.58	16133.5	3	1	2.80	715
 Q99LT0 	 protein dpy-30 homolog 	 Dpy30 	2003	8.33	31323.7	1	1	20.20	99
 Q91Z49 	 UAP56-interacting factor isoform 2 	 Fyttd1 	3162	1.84	100138.7	4	1	4.59	283
 Q3UH60 	 disco-interacting protein 2 homolog B isoform 1 	 Dip2b 	2467	6.39	12582.0	1	1	1.14	1574
 P52624 	 uridine phosphorylase 1 	 Upp1 	2909	3.71	30391.3	2	1	3.54	311
 Q9QZQ8 	 core histone macro-H2A.1 isoform 3 	 H2afy 	3072	2.30	15100.1	1	1	9.76	369
 Q8JZX5 	 leucine-rich repeat-containing protein 57 isoform a 	 Lrrc57 	3022	2.80	17415.2	2	1	4.27	281
 Q8C0D5 	 elongation factor-like GTPase 1 	 Efl1 	2727	5.10	38177.7	3	1	0.89	1127
 P35545 	 40S ribosomal protein S30 precursor 	 Fau 	2380	6.77	47406.2	3	1	7.52	133
 Q9Z0M6 	 CD97 antigen isoform 2 precursor 	 Adgre5 	2507	6.21	34777.1	1	1	2.35	724
 Q8BGB7 	 enolase-phosphatase E1 	 Enoph1 	2566	5.97	87561.3	2	1	5.06	257
 Q60936 	" atypical kinase ADCK3, mitochondrial "	 Adck3 	3001	2.97	24507.3	1	1	2.48	645
 Q9QZX7 	 serine racemase 	 Srr 	2436	6.55	12090.0	1	1	4.72	339
 Q3UMQ8 	 H/ACA ribonucleoprotein complex non-core subunit NAF1 	 Naf1 	2793	4.76	19849.1	2	1	1.68	597
 Q8C8L6 	 poly 	 Parp10 	1910	9.02	31001.5	2	1	1.98	960
 Q3UUG6 	 TBC1 domain family member 24 isoform a 	 Tbc1d24 	2854	4.22	34419.4	3	1	2.67	561
 Q9JI90 	 E3 ubiquitin-protein ligase RNF14 isoform a 	 Rnf14 	2852	4.23	30928.2	4	1	2.06	485
 Q9JLB0 	 MAGUK p55 subfamily member 6 isoform a 	 Mpp6 	2820	4.60	14528.9	1	1	2.17	553
 P50295 	 arylamine N-acetyltransferase 2 	 Nat2 	2382	6.77	10106.3	2	1	5.86	290
 Q9CPR5 	" 39S ribosomal protein L15, mitochondrial isoform 1 precursor "	 Mrpl15 	2783	4.81	15469.4	2	1	3.39	295
 Q9JIM1 	 equilibrative nucleoside transporter 1 isoform 2 	 Slc29a1 	2763	4.93	25627.8	1	1	2.62	458
 D3Z4S3 	 putative peptidyl-tRNA hydrolase PTRHD1 	 Ptrhd1 	2121	7.67	9949.6	1	1	8.57	140
 Q8VCF0 	 mitochondrial antiviral-signaling protein isoform 1 	 Mavs 	2406	6.67	11106.8	1	1	2.58	503
 Q62432 	 mothers against decapentaplegic homolog 2 isoform 1 	 Smad2 	1880	9.34	78036.8	5	1	2.78	467
 Q8VDQ1 	 prostaglandin reductase 2 isoform 1 	 Ptgr2 	2785	4.81	20429.2	2	1	2.85	351
 P52480 	 pyruvate kinase PKM isoform M1 	 Pkm 	2834	4.44	13434.4	1	1	1.51	531
 Q9CWE0 	 mitochondrial fission regulator 1-like 	 Mtfr1l 	2119	7.68	17893.2	1	1	5.19	289
 O09126 	 semaphorin-4D precursor 	 Sema4d 	2757	4.96	32324.7	2	1	1.97	861
 O35226 	 26S proteasome non-ATPase regulatory subunit 4 isoform 1 	 Psmd4 	1906	9.06	6004.6	1	1	7.39	379
 P41242 	 megakaryocyte-associated tyrosine-protein kinase isoform 3 	 Matk 	1914	8.98	18318.5	1	1	4.30	465
 Q8BZN6 	 dedicator of cytokinesis protein 10 isoform 2 	 Dock10 	2314	6.96	17357.4	1	1	0.64	2175
 Q80XQ2 	 TBC1 domain family member 5 isoform b 	 Tbc1d5 	2224	7.28	29091.6	2	1	1.47	815
 Q8R2K1 	 fucose mutarotase isoform 2 	 Fuom 	2430	6.57	5572.5	1	1	7.45	161
 P97447 	 four and a half LIM domains protein 1 isoform 3 	 Fhl1 	2893	3.88	17774.3	3	1	4.29	280
 Q9D7M1 	 glucose-induced degradation protein 8 homolog 	 Gid8 	2880	3.94	16992.5	1	1	4.82	228
 Q9EPK2 	 protein XRP2 isoform a 	 Rp2 	2784	4.81	12578.5	2	1	2.88	347
 Q9D1F4 	 proline-rich AKT1 substrate 1 isoform a 	 Akt1s1 	2508	6.21	17563.5	1	1	4.24	283
 Q9D0I8 	 mRNA turnover protein 4 homolog isoform 1 	 Mrto4 	2300	7.02	14750.3	1	1	5.44	239
 Q68FH4 	 N-acetylgalactosamine kinase isoform a 	 Galk2 	2624	5.65	20099.3	1	1	3.28	458
 Q9WUA3 	" ATP-dependent 6-phosphofructokinase, platelet type isoform 2 "	 Pfkp 	2336	6.88	22027.0	2	1	1.40	784
 Q9D6N5 	 dr1-associated corepressor isoform 1 	 Drap1 	2345	6.84	39361.2	2	1	6.13	212
 Q8JZK9 	" hydroxymethylglutaryl-CoA synthase, cytoplasmic "	 Hmgcs1 	2876	3.98	12843.9	1	1	3.46	520
 Q9CY57 	 chromatin target of PRMT1 protein isoform 1 	 Chtop 	2235	7.24	44049.9	2	1	5.22	249
 Q60772 	 cyclin-dependent kinase 4 inhibitor C 	 Cdkn2c 	2165	7.50	47453.9	2	1	7.74	168
 Q60989 	 E3 ubiquitin-protein ligase XIAP 	 Xiap 	2915	3.68	15370.5	1	1	2.82	496
 Q9Z172 	 small ubiquitin-related modifier 3 isoform 4 	 Sumo3 	2162	7.52	300268.9	8	1	10.62	113
 Q61112 	 45 kDa calcium-binding protein isoform 1 precursor 	 Sdf4 	2573	5.94	16318.3	1	1	2.77	361
 Q91XE4 	 N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming) 	 Acy3 	3005	2.90	16973.1	3	1	5.97	318
 Q60866 	 phosphotriesterase-related protein isoform 1 	 Pter 	2955	3.34	9071.8	1	1	4.16	361
 Q61069 	 upstream stimulatory factor 1 isoform 1 	 Usf1 	2607	5.73	16410.3	2	1	2.90	310
 Q9D6K5 	 Synj2bp-cox16 protein isoform 2 	 Synj2bp-cox16 	2944	3.45	2861.4	1	1	7.84	153
