UniprotID	ProteinName	GeneName	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
 A2A9M4 	 PREDICTED: dedicator of cytokinesis protein 7 isoform X4 	 Dock7 	1.52	90187.5	6	6	4.41	2130
 Q8R420 	 ATP-binding cassette sub-family A member 3 	 Abca3 	1.66	644695.2	11	2	0.82	1704
 D3Z4K0 	 ankyrin repeat domain 36 	 Ankrd36 	1.61	130098.5	6	4	3.6	1415
 Q69ZA1 	 cyclin-dependent kinase 13 isoform 1 	 Cdk13 	2.25	53783.3	5	5	4.57	1511
 Q9D4H8 	 cullin-2 	 Cul2 	2.09	71710.1	8	5	7.92	745
 Q62240 	 lysine-specific demethylase 5D 	 Kdm5d 	1.74	312383.1	12	4	2.52	1548
 Q9D2Y5 	 sorting nexin-20 	 Snx20 	1.55	86771.4	4	3	12.14	313
 Q9D823 	 ribosomal protein L37-like 	 Rpl37rt 	1.53	104207	17	3	18.56	97
 Q99N57 	 PREDICTED: RAF proto-oncogene serine/threonine-protein kinase 	 Raf1 	1.84	18336.4	2	2	2.99	668
 B1AUN2 	 translation initiation factor eIF-2B subunit gamma isoform 1 	 Eif2b3 	1.64	36757.5	6	3	5.97	452
 Q91YX0 	 protein THEMIS2 	 Themis2 	2.42	16167.9	3	3	5.13	663
 Q64705 	 upstream stimulatory factor 2 	 Usf2 	1.49	10301.2	2	1	2.6	346
 Q91VJ4 	 serine/threonine-protein kinase 38 	 Stk38 	2.45	52378.7	3	3	7.53	465
 Q8CE50 	 sorting nexin-30 	 Snx30 	1.5	56231	2	2	4.81	437
 Q9R1Z8 	 vinexin isoform a 	 Sorbs3 	2.03	24093.4	3	2	2.86	733
 G5E814 	 NADH dehydrogenase 	 Ndufa11 	1.51	10016.1	2	1	7.69	143
 P58466 	 carboxy-terminal domain RNA polymerase II polypeptide A small 	 Ctdsp1 	1.53	10802.4	2	2	8.81	261
 Q8BFZ3 	 beta-actin-like protein 2 	 Actbl2 	2.68	17718.7	3	2	7.71	376
 F6ST92 	 coiled-coil domain-containing protein 170 	 Ccdc170 	1.49	26360.4	2	1	1.12	716
 Q78PG9 	 coiled-coil domain-containing protein 25 	 Ccdc25 	1.65	16564.7	2	2	9.13	208
 Q62276 	 mediator of RNA polymerase II transcription subunit 22 isoform 2 	 Med22 	1.79	19164.5	2	2	10	200
 Q9Z0K7 	 secreted Ly-6/uPAR-related protein 1 precursor 	 Slurp1 	1.54	21477.4	2	1	11.82	110
 Q9CX11 	 rRNA-processing protein UTP23 homolog 	 Utp23 	1.5	25521.5	1	1	4.42	249
