UniprotID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
 Q3SXA6 	 TNFAIP3-interacting protein 3 	 Tnip3 	2964	15.58	60597.2	6	2	14.90	208
 Q8R480 	 nuclear pore complex protein Nup85 	 Nup85 	3863	8.17	114079.6	5	4	5.95	656
 Q6P1G2 	 lysine-specific demethylase 2B isoform 1 	 Kdm2b 	4337	5.66	44673.0	4	4	3.36	1309
 Q8R361 	 rab11 family-interacting protein 5 isoform 1 	 Rab11fip5 	2334	22.37	212194.5	11	8	9.56	1318
 Q68ED7 	 CREB-regulated transcription coactivator 1 	 Crtc1 	3929	7.83	79378.3	6	3	6.51	630
 Q3V1H1 	 cytoskeleton-associated protein 2 	 Ckap2 	4811	3.43	81057.2	2	2	4.52	664
 Q3TAA8 	 phosphatidylinositol glycan anchor biosynthesis class U protein 	 Pigu 	3794	8.65	32465.9	2	1	3.91	435
 A2RTL5 	 arginine/serine-rich coiled-coil protein 2 	 Rsrc2 	3890	8.06	46621.9	2	2	4.38	434
 Q64191 	 N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase isoform 1 	 Aga 	1979	28.32	294284.1	15	5	24.28	346
 Q9Z2H5 	 band 4.1-like protein 1 isoform a 	 Epb41l1 	4405	5.40	69749.1	5	2	3.75	879
 Q5U452 	 TP53-regulating kinase 	 Trp53rka 	3825	8.46	30195.3	1	1	6.56	244
 Q5RJG1 	 nucleolar protein 10 	 Nol10 	1950	28.85	94766.0	5	5	9.46	687
 Q5NCR9 	 nuclear speckle splicing regulatory protein 1 	 Nsrp1 	4357	5.57	45235.6	3	3	6.09	542
 Q5SUQ9 	 CST complex subunit CTC1 isoform a 	 Ctc1 	4396	5.43	38639.8	2	1	1.82	1212
 A2AJG0 	 ribonuclease P protein subunit p38 	 Rpp38 	3199	13.20	96598.1	5	4	14.29	280
 Q3TXT3 	 SOSS complex subunit C 	 Inip 	4685	4.15	15193.0	1	1	8.65	104
 Q8VI33 	 transcription initiation factor TFIID subunit 9 	 Taf9 	3108	14.03	89404.9	3	3	17.42	264
 P56394 	 cytochrome c oxidase copper chaperone 	 Cox17 	3376	11.89	63898.6	2	1	25.40	63
 P17047 	 lysosome-associated membrane glycoprotein 2 isoform 1 precursor 	 Lamp2 	3010	15.11	157694.0	8	5	9.88	415
 O70494 	 transcription factor Sp3 isoform 1 	 Sp3 	3778	8.78	21280.6	1	1	3.58	783
 Q80ZM8 	 cardiolipin synthase (CMP-forming) isoform 1 	 Crls1 	4334	5.67	6837.5	1	1	6.60	303
 Q9QYC0 	 alpha-adducin isoform 1 	 Add1 	2356	22.13	188096.1	10	5	8.16	735
 Q3UQU0 	 bromodomain-containing protein 9 isoform 1 	 Brd9 	3561	10.34	100673.2	6	2	5.03	597
 Q504M2 	 pyruvate dehydrogenase 	 Pdp2 	3165	13.57	150958.2	7	4	10.34	532
 Q6P8I4 	 PEST proteolytic signal-containing nuclear protein 	 Pcnp 	2913	16.10	66147.5	4	2	15.73	178
 Q9WV98 	 mitochondrial import inner membrane translocase subunit Tim9 	 Timm9 	4221	6.26	139737.9	7	2	25.84	89
 E9PUA7 	 tumor protein D52 isoform 4 	 Tpd52 	2338	22.32	221199.6	7	6	36.60	194
 Q6PHZ2 	 calcium/calmodulin-dependent protein kinase type II subunit delta 	 Camk2d 	1262	44.45	234093.0	12	7	19.14	512
 Q0P678 	 zinc finger CCCH domain-containing protein 18 isoform a 	 Zc3h18 	2057	27.12	122066.1	7	5	7.30	972
 Q9CQN7 	" 39S ribosomal protein L41, mitochondrial precursor "	 Mrpl41 	2280	23.25	140558.1	8	6	45.93	135
 Q3UJU9 	 regulator of microtubule dynamics protein 3 	 Rmdn3 	2749	17.68	83605.3	5	3	11.28	470
 Q3UV17 	" keratin, type II cytoskeletal 2 oral "	 Krt76 	4615	4.45	76407.3	2	1	1.52	594
 Q3TMP1 	 general transcription factor 3C polypeptide 3 	 Gtf3c3 	4917	2.93	5384.7	1	1	2.38	882
 Q80V62 	 Fanconi anemia group D2 protein homolog 	 Fancd2 	4381	5.49	36963.7	2	2	1.72	1450
 Q3UGY8 	 brefeldin A-inhibited guanine nucleotide-exchange protein 3 	 Arfgef3 	5140	1.77	52157.4	4	3	1.15	2170
 A0A0A0MQ73 	 histone-lysine N-methyltransferase 2D 	 Kmt2d 	4517	4.89	163347.6	10	8	1.59	5588
 Q3V172 	 protein sel-1 homolog 2 precursor 	 Sel1l2 	5006	2.43	59713.4	3	2	3.20	688
 Q3UIU2 	 NADH dehydrogenase 	 Ndufb6 	2409	21.55	168153.3	12	5	32.81	128
 Q3UHX2 	 28 kDa heat- and acid-stable phosphoprotein 	 Pdap1 	2083	26.57	165353.9	7	5	23.20	181
 Q3UM29 	 conserved oligomeric Golgi complex subunit 7 	 Cog7 	1952	28.81	241745.6	12	10	15.71	770
 B9EIX0 	 mRNA-decapping enzyme 1B 	 Dcp1b 	4741	3.82	38578.4	1	1	2.77	578
 Q8BUR4 	 dedicator of cytokinesis protein 1 	 Dock1 	4199	6.35	207117.9	10	8	5.31	1865
 Q9D3U0 	 putative tRNA pseudouridine synthase Pus10 	 Pus10 	2814	16.93	291632.9	9	6	12.33	527
 Q62276 	 mediator of RNA polymerase II transcription subunit 22 isoform 2 	 Med22 	3131	13.79	73835.6	4	3	17.00	200
 E9PY43 	 glutamate-rich protein 1 	 Erich1 	4799	3.50	36633.6	2	1	3.31	332
 Q3U1T3 	 breast cancer metastasis-suppressor 1-like protein 	 Brms1l 	3614	9.99	51231.2	3	2	6.50	323
 P15702 	 leukosialin precursor 	 Spn 	1580	36.82	220104.5	8	5	22.78	395
 O70293 	 G protein-coupled receptor kinase 6 isoform a 	 Grk6 	4056	7.09	86139.5	5	3	7.64	589
 Q923X4 	" glutaredoxin-2, mitochondrial isoform a "	 Glrx2 	4941	2.80	5364.6	1	1	12.18	156
 Q9D7Y9 	 protein SLX4IP isoform 1 	 Slx4ip 	4743	3.80	30330.7	2	2	7.99	413
 P63085 	 mitogen-activated protein kinase 1 	 Mapk1 	1846	30.80	326747.6	14	7	21.51	358
 Q6PCM1 	 lysine-specific demethylase 3A 	 Kdm3a 	1967	28.56	84673.6	4	4	4.69	1323
 Q9Z2G6 	 protein sel-1 homolog 1 isoform a precursor 	 Sel1l 	4285	5.85	60137.4	5	5	8.73	790
 Q8BMB3 	 eukaryotic translation initiation factor 4E type 2 isoform 1 	 Eif4e2 	3925	7.84	24874.9	1	1	8.57	245
 Q9JLJ5 	 elongation of very long chain fatty acids protein 1 isoform 1 	 Elovl1 	4081	6.94	15363.3	1	1	4.66	279
 Q3UGR5 	 haloacid dehalogenase-like hydrolase domain-containing protein 2 	 Hdhd2 	3162	13.58	84176.7	9	2	13.13	259
 E9Q5C9 	 nucleolar and coiled-body phosphoprotein 1 isoform D 	 Nolc1 	1709	33.87	327429.8	15	9	14.84	701
 Q6ZWY8 	 thymosin beta-10 	 Tmsb10 	4001	7.42	136110.6	3	2	61.36	44
 Q8CG50 	 ras-related protein Rab-43 isoform a 	 Rab43 	4279	5.88	25081.4	2	2	10.00	210
 Q921L3 	 transmembrane and coiled-coil domain-containing protein 1 precursor 	 Tmco1 	4634	4.37	38667.9	1	1	7.45	188
 P61213 	 ADP-ribosylation factor-like protein 4A 	 Arl4a 	5073	2.01	81800.5	4	2	10.50	200
 Q5XJE5 	 RNA polymerase-associated protein LEO1 	 Leo1 	3829	8.43	41383.2	2	2	3.75	667
 P97931 	 uracil-DNA glycosylase isoform a 	 Ung 	3135	13.76	27286.7	1	1	5.56	306
 Q3U1V6 	 ubiquitin-conjugating enzyme E2 variant 3 	 Uevld 	3766	8.84	43980.2	3	3	8.92	471
 P70121 	 zinc fingers and homeoboxes protein 1 	 Zhx1 	4687	4.14	50790.4	6	4	3.44	873
