UniprotID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
 Q9R257 	 heme-binding protein 1 	 Hebp1 	4571	1.85	2328.8	1	1	6.32	190
 Q8BGB2 	 tetratricopeptide repeat protein 7A 	 Ttc7 	4113	5.08	2638.1	1	1	1.52	858
 Q8R0X7 	 sphingosine-1-phosphate lyase 1 	 Sgpl1 	4072	5.28	2812.3	1	1	2.82	568
 Q8R2N0 	 thyroid transcription factor 1-associated protein 26 	 Ccdc59 	4146	4.85	2871.5	1	1	3.75	240
 Q3U7K7 	 E3 ubiquitin-protein ligase TRIM21 	 Trim21 	4547	2.02	3196.5	1	1	1.52	462
 Q9JKP8 	 chromatin accessibility complex protein 1 	 Chrac1 	3804	6.67	4012.6	1	1	13.95	129
 Q80SY6 	 adenosine deaminase-like protein isoform a 	 Adal 	4504	2.16	4401.4	1	1	3.06	360
 Q99MR3 	 solute carrier family 12 member 9 	 Slc12a9 	4374	3.32	4481.9	2	2	3.17	914
 O54956 	 DNA polymerase epsilon subunit 2 	 Pole2 	4440	2.50	4599.0	1	1	3.42	527
 Q8BH65 	 protein DENND6A isoform a 	 Dennd6a 	4385	3.19	4649.4	1	1	3.31	605
 Q7M6Y3 	 phosphatidylinositol-binding clathrin assembly protein isoform 1 	 Picalm 	4441	2.49	4786.3	1	1	5.00	660
 F8VQL9 	 PREDICTED: nuclear receptor corepressor 2 isoform X11 	 Ncor2 	4347	3.50	4823.6	1	1	1.12	2507
 Q3SXA6 	 TNFAIP3-interacting protein 3 	 Tnip3 	4105	5.10	5211.2	2	2	14.90	208
 Q9D6Z0 	 alpha-ketoglutarate-dependent dioxygenase alkB homolog 7 	 Alkbh7 	4536	2.06	5274.3	1	1	5.88	221
 Q6PIJ4 	 nuclear factor related to kappa-B-binding protein 	 Nfrkb 	4554	1.98	5309.7	1	1	1.16	1296
 Q6P6K7 	 serine proteinase inhibitor member 6C 	 Serpinb6c 	3905	6.14	5414.8	3	1	2.37	379
 Q9D1R2 	 protein KTI12 homolog 	 Kti12 	4131	4.98	5521.6	1	1	7.41	351
 Q8CI70 	 leucine-rich repeat-containing protein 20 	 Lrrc20 	4508	2.16	5893.2	1	1	5.43	184
 Q3TXT3 	 SOSS complex subunit C 	 Inip 	4511	2.15	5903.2	1	1	8.65	104
 O55229 	 choline/ethanolamine kinase 	 Chkb 	3771	6.94	6177.1	1	1	4.82	394
 Q9R0G6 	 cartilage oligomeric matrix protein precursor 	 Comp 	4497	2.17	6309.1	1	1	1.85	755
 A0A1Y7VJR5 	 transcription factor Sp4 isoform 1 	 Sp4 	4326	3.66	6471.5	1	1	2.69	782
