UniprotID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
 Q3SXA6 	 TNFAIP3-interacting protein 3 	 Tnip3 	2947	14.08	34115.6	2	2	14.90	208
 Q3TNL8 	" inositol 1,4,5-trisphosphate receptor-interacting protein precursor "	 Itprip 	1870	28.64	236623.3	11	5	11.71	555
 P23949 	" zinc finger protein 36, C3H1 type-like 2 "	 Zfp36l2 	4363	4.62	69448.7	4	2	4.55	484
 P01901 	" H-2 class I histocompatibility antigen, K-W28 alpha chain isoform 1 "	 H2-K1 	474	89.49	820809.2	39	14	51.49	369
 Q8BL66 	 early endosome antigen 1 	 Eea1 	211	131.29	489939.4	33	25	22.61	1411
 P59997 	 lysine-specific demethylase 2A 	 Kdm2a 	2203	23.31	180055.4	15	10	8.79	1161
 P48678 	 prelamin-A/C isoform A precursor 	 Lmna 	446	92.01	536079.1	30	22	38.35	665
 P17156 	 heat shock-related 70 kDa protein 2 	 Hspa2 	959	55.79	397942.7	16	9	17.06	633
 Q6ZWZ7 	 60S ribosomal protein L17 	 Rpl17 	681	70.48	945468.4	33	12	57.61	184
 P61406 	 telomerase-binding protein EST1A 	 Smg6 	4162	5.59	41507.3	5	4	4.44	1418
 Q8R480 	 nuclear pore complex protein Nup85 	 Nup85 	3229	11.51	66189.8	5	4	8.54	656
 Q7M754 	 Try10-like trypsinogen precursor 	 Gm5409 	4717	2.21	30286.1	2	1	4.07	246
 Q6GYP7 	 ral GTPase-activating protein subunit alpha-1 isoform 3 	 Ralgapa1 	4796	2.01	51328.7	4	4	2.45	2083
 Q68FD5 	 clathrin heavy chain 1 	 Cltc 	37	249.84	2306786.6	90	44	31.88	1675
 Q6A4J8 	 ubiquitin carboxyl-terminal hydrolase 7 	 Usp7 	362	99.92	644559.2	31	20	23.21	1103
 Q9ES97 	 reticulon-3 isoform 1 	 Rtn3 	4209	5.38	82181.6	4	1	1.14	964
 Q6P1G2 	 lysine-specific demethylase 2B isoform 1 	 Kdm2b 	4471	3.99	117650.0	7	6	4.89	1309
 Q8R361 	 rab11 family-interacting protein 5 isoform 1 	 Rab11fip5 	2710	16.77	157898.2	9	7	7.36	1318
 O88509 	 DNA (cytosine-5)-methyltransferase 3B isoform 1 	 Dnmt3b 	4476	3.98	18987.8	2	1	1.28	859
 Q68ED7 	 CREB-regulated transcription coactivator 1 	 Crtc1 	4750	2.12	44794.4	3	2	3.81	630
 Q5ND28 	 scavenger receptor class F member 1 precursor 	 Scarf1 	3772	7.66	17785.8	3	1	3.41	820
 Q65Z40 	 wings apart-like protein homolog isoform 1 	 Wapl 	480	88.93	288024.8	19	16	19.33	1200
 Q3TAA8 	 phosphatidylinositol glycan anchor biosynthesis class U protein 	 Pigu 	4571	3.40	13037.8	1	1	3.91	435
 Q6PDY2 	 2-aminoethanethiol dioxygenase 	 Ado 	3880	7.00	36765.6	3	3	15.23	256
 Q6PAM1 	 alpha-taxilin 	 Txlna 	899	58.78	266961.2	17	10	24.19	554
 Q640N3 	 rho GTPase-activating protein 30 	 Arhgap30 	4031	6.26	85663.2	5	5	7.04	1093
 Q8BJW6 	 eukaryotic translation initiation factor 2A 	 Eif2a 	477	89.24	532336.9	27	12	33.39	581
 Q6ZWQ0 	 nesprin-2 	 Syne2 	3688	8.16	208746.9	14	13	2.36	6874
 A2RTL5 	 arginine/serine-rich coiled-coil protein 2 	 Rsrc2 	2974	13.70	88784.4	4	4	12.21	434
 Q64191 	 N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase isoform 1 	 Aga 	2134	24.29	137784.8	8	5	24.28	346
