UniprotID	ProteinName	GeneName	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
 G3UW74 	 mediator of RNA polymerase II transcription subunit 16 isoform 1 	 Med16 	3.08	1189.9	1	1	1.27	865
 Q9CYC5 	 kinetochore-associated protein DSN1 homolog 	 Dsn1 	2.46	1354.7	1	1	2.3	348
 Q9CPW3 	" 39S ribosomal protein L54, mitochondrial precursor "	 Mrpl54 	2.66	1769.2	1	1	13.33	135
 Q14AI0 	 sister chromatid cohesion protein DCC1 	 Dscc1 	3.09	1988.8	1	1	2.26	399
 Q8CH72 	 E3 ubiquitin-protein ligase TRIM32 	 Trim32 	1.69	2244.2	1	1	1.68	655
 Q8C5L7 	 RNA-binding protein 34 	 Rbm34 	1.6	2267.5	1	1	5.66	442
 P0DOV1 	 interferon-activable protein 205-B isoform 1 	 Mnda 	1.55	2280.2	1	1	4	425
 Q8CAK3 	 repressor of yield of DENV protein homolog 	 A230050P20Rik 	4.83	2332.2	1	1	7.24	290
 Q8C9X6 	 enhancer of polycomb homolog 1 isoform 2 	 Epc1 	1.97	2463.5	1	1	1.23	813
 Q8C547 	 HEAT repeat-containing protein 5B 	 Heatr5b 	2.5	2536.4	1	1	1.3	2070
 O88746 	 target of Myb protein 1 isoform 1 	 Tom1 	4.78	2560.8	1	1	3.46	492
 Q76KJ5 	 DNA-directed RNA polymerase I subunit RPA34 	 Cd3eap 	1.79	2797	2	1	5.51	399
 Q9Z2E1 	 methyl-CpG-binding domain protein 2 isoform 1 	 Mbd2 	4.74	2797.2	1	1	3.38	414
 Q9WUB3 	" glycogen phosphorylase, muscle form "	 Pygm 	5.04	2827.2	1	1	2.97	842
 Q6ZPR5 	 sphingomyelin phosphodiesterase 4 isoform 1 	 Smpd4 	3.97	2867.4	1	1	2.07	823
 Q91XC8 	 death-associated protein 1 	 Dap 	2.81	3025.8	1	1	12.74	102
 Q80UZ2 	 protein SDA1 homolog 	 Sdad1 	1.54	3324.5	1	1	2.04	687
 Q80T85 	 DDB1- and CUL4-associated factor 5 	 Dcaf5 	3.56	3387.8	2	2	4.12	946
 O08586 	" phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and "	 Pten 	5.7	3603.1	1	1	2.23	403
 Q3TMF4 	 GTPase NRas precursor 	 Nras 	3.34	3681.2	1	1	7.94	189
 Q9QYM8 	 centromere protein H 	 Cenph 	2.26	4010.9	1	1	4.98	241
 Q61466 	 SWI/SNF-related matrix-associated actin-dependent regulator of 	 Smarcd1 	2.35	4078.1	1	1	2.91	515
