UniprotID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
 Q6ZWY8 	 thymosin beta-10 	 Tmsb10 	3408	4.07	105360.2	4	1	31.82	44
 P20065 	 thymosin beta-4 	 Tmsb4x 	3288	4.96	167472.3	7	1	25.00	44
 A2AF33 	 thymosin beta-like 	 Tmsb15b1 	2395	9.03	123545.4	8	2	60.00	45
 P62274 	 40S ribosomal protein S29 	 Rps29 	3585	2.63	100060.8	16	3	46.43	56
 Q9CPX8 	 cytochrome b-c1 complex subunit 10 	 Uqcr11 	3433	3.86	7999.8	2	1	21.43	56
 Q78IK2 	 up-regulated during skeletal muscle growth protein 5 	 Usmg5 	2970	6.57	163673.6	7	3	43.10	58
 P56379 	 6.8 kDa mitochondrial proteolipid 	 2010107E04Rik 	3355	4.46	14607.4	1	1	13.79	58
 P02798 	 metallothionein-2 	 Mt2 	3313	4.80	19384.4	3	2	29.51	61
 P56394 	 cytochrome c oxidase copper chaperone 	 Cox17 	2640	7.73	26997.8	1	1	25.40	63
 P0C913 	 overexpressed in colon carcinoma 1 protein homolog 	 1500009L16Rik 	3497	3.42	2125.7	1	1	34.92	63
 Q9CQS2 	 H/ACA ribonucleoprotein complex subunit 3 	 Nop10 	3095	6.10	18175.6	1	1	17.19	64
 Q8R1I1 	 cytochrome b-c1 complex subunit 9 	 Uqcr10 	3561	2.82	11030.8	1	1	26.56	64
 P03930 	 ATP synthase F0 subunit 8 (mitochondrion) 	 ATP8 	1956	13.30	204676.7	6	2	34.33	67
 O08997 	 copper transport protein ATOX1 	 Atox1 	1533	18.19	229827.4	12	3	47.06	68
 Q9CXP8 	 guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10 	 Gng10 	2709	7.46	15384.9	1	1	26.47	68
 P62858 	 40S ribosomal protein S28 	 Rps28 	1599	17.24	137007.1	10	5	43.48	69
 Q9JJI8 	 60S ribosomal protein L38 	 Rpl38 	1827	14.56	266465.4	15	3	28.57	70
 P63213 	 guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 	 Gng2 	1735	15.48	159921.9	8	2	42.25	71
 Q06185 	" ATP synthase subunit e, mitochondrial "	 Atp5k 	1222	23.20	130784.6	8	3	50.70	71
 Q9DAS9 	 guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 	 Gng12 	2505	8.23	11967.3	1	1	19.44	72
 Q91VR8 	 protein BRICK1 	 Brk1 	2888	6.86	13727.4	1	1	14.67	75
 Q9CQZ1 	 heat shock factor-binding protein 1 	 Hsbp1 	2001	12.93	61656.2	4	2	39.47	76
 P62309 	 small nuclear ribonucleoprotein G 	 Snrpg 	2858	6.95	28510.7	2	1	17.11	76
 Q9D115 	 zinc finger protein 706 	 Zfp706 	3228	5.33	26818.9	2	1	14.47	76
 P63254 	 cysteine-rich protein 1 	 Crip1 	3067	6.25	40361.6	2	2	28.57	77
 Q8BUR9 	 mitotic-spindle organizing protein 1 	 Mzt1 	3599	2.56	8540.9	1	1	20.51	78
 Q8BGD8 	 cytochrome c oxidase assembly factor 6 homolog 	 Coa6 	2976	6.56	54562.7	3	3	53.16	79
 P0DJF2 	" protein PET117 homolog, mitochondrial precursor "	 Pet117 	3377	4.30	29553.3	1	1	12.50	80
 P62313 	 U6 snRNA-associated Sm-like protein LSm6 	 Lsm6 	2101	12.02	55281.1	4	2	23.75	80
 P29595 	 NEDD8 precursor 	 Nedd8 	2493	8.32	15016.1	1	1	13.58	81
 Q4KML4 	 costars family protein ABRACL 	 Abracl 	2872	6.90	29080.3	1	1	19.75	81
 Q62425 	 cytochrome c oxidase subunit NDUFA4 	 Ndufa4 	2158	11.42	209365.7	7	3	36.58	82
 Q9CR20 	 immediate early response 3-interacting protein 1 precursor 	 Ier3ip1 	3131	5.94	4720.6	1	1	24.39	82
 P48771 	" cytochrome c oxidase subunit 7A2, mitochondrial precursor "	 Cox7a2 	2138	11.70	132375.8	7	3	30.12	83
 Q9CQR2 	 40S ribosomal protein S21 	 Rps21 	1332	21.49	178979.6	14	5	59.04	83
 Q6ZWU9 	 ribosomal protein S27-like 	 Rps27rt 	1622	16.88	183150.7	10	3	38.09	84
 Q6ZWY3 	 40S ribosomal protein S27-like isoform 2 	 Rps27l 	3400	4.14	29648.8	1	1	13.10	84
 P61961 	 ubiquitin-fold modifier 1 precursor 	 Ufm1 	2489	8.34	42681.2	3	2	50.59	85
 Q99JP4 	 anaphase-promoting complex subunit CDC26 	 Cdc26 	2534	8.10	60608.7	6	2	38.82	85
 P49962 	 signal recognition particle 9 kDa protein 	 Srp9 	2128	11.78	60692.7	5	2	25.58	86
 P56391 	 cytochrome c oxidase subunit 6B1 	 Cox6b1 	3323	4.72	17607.7	1	1	12.79	86
 P62307 	 small nuclear ribonucleoprotein F 	 Snrpf 	2308	9.80	65225.7	3	2	24.42	86
 Q923D4 	 splicing factor 3B subunit 5 	 Sf3b5 	2900	6.80	80275.9	4	2	40.70	86
 Q8BGS2 	 bolA-like protein 2 	 Bola2 	2958	6.61	116818.5	6	4	54.65	86
 Q3V4B5 	 COMM domain-containing protein 6 isoform 1 	 Commd6 	2631	7.76	44167.2	3	1	14.94	87
 P31786 	 acyl-CoA-binding protein isoform 2 	 Dbi 	1476	19.24	119193.8	9	3	39.08	87
