UniprotID	ProteinID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
nan		 PREDICTED: disintegrin and metalloproteinase domain-containing 	Adam11	2707	1.42	161204.7	6	2	4.45	854
Q8CI51	PDLI5	 PDZ and LIM domain protein 5 isoform ENH1e 	Pdlim5	2683	1.55	34962.4	3	2	5.7	614
P49443	PPM1A	 protein phosphatase 1A 	Ppm1a	2704	1.43	7603	1	1	4.97	382
Q9WUN2	TBK1	 serine/threonine-protein kinase TBK1 	Tbk1	2628	2.12	2443.1	1	1	2.47	729
Q9D2E2	TOE1	 target of EGR1 protein 1 	Toe1	2703	1.45	3922.5	1	1	2.35	511
Q9CQE6	ASF1A	 histone chaperone ASF1A 	Asf1a	2536	2.95	14325.4	1	1	13.73	204
Q9D0R4	DDX56	 probable ATP-dependent RNA helicase DDX56 	Ddx56	2563	2.7	3363.9	1	1	3.85	546
Q811D0	DLG1	 disks large homolog 1 isoform 4 	Dlg1	2660	1.81	5024	1	1	1.88	905
Q9QWV9	CCNT1	 cyclin-T1 	Ccnt1	2602	2.38	2106.8	1	1	3.04	724
F8WGW3	F8WGW3	 S1 RNA-binding domain-containing protein 1 	Srbd1	2673	1.65	14556.5	2	2	3.57	981
Q99MR8	MCCA	" methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial "	Mccc1	2560	2.73	198311	2	2	3.63	717
Q9CZH3	PSMG3	 proteasome assembly chaperone 3 	Psmg3	2652	1.86	28428.5	2	1	12.29	122
nan		 PREDICTED: genetic suppressor element 1 isoform X1 	Gse1	2723	1.38	51811.6	5	4	4.24	1579
P09925	SURF1	 surfeit locus protein 1 isoform 1 	Surf1	2644	1.97	5590.9	1	1	4.58	306
Q8C8L6		 poly 	Parp10	2547	2.84	37164.4	2	2	3.85	960
Q9CQ18	RNH2C	 ribonuclease H2 subunit C 	Rnaseh2c	2700	1.46	14447.2	2	2	11.45	166
Q9WV96	T10B	 mitochondrial import inner membrane translocase subunit Tim10 B 	Timm10b	2634	2.04	22217.6	2	1	19	100
Q8C1S0	MED19	 mediator of RNA polymerase II transcription subunit 19 	Med19	2664	1.74	15346.9	1	1	10.66	244
P17427	AP2A2	 AP-2 complex subunit alpha-2 	Ap2a2	2624	2.16	12014.3	2	1	1.6	938
Q7TMR0	PCP	 lysosomal Pro-X carboxypeptidase precursor 	Prcp	2329	4.72	20968	3	3	9.16	491
Q3U1Y4	DEN4B	 DENN domain-containing protein 4B 	Dennd4b	2568	2.67	21949.1	2	2	2.19	1510
Q9CQJ8	NDUB9	 NADH dehydrogenase 	Ndufb9	2675	1.62	23388.9	1	1	7.82	179
P19426	NELFE	 negative elongation factor E 	Nelfe	2682	1.58	27881.7	2	1	3.27	367
Q8BI72	CARF	 CDKN2A-interacting protein 	Cdkn2aip	2633	2.05	8853.8	1	1	2.31	563
Q9JK30	ORC3	 origin recognition complex subunit 3 isoform 1 	Orc3	2690	1.52	3584.2	1	1	2.8	715
Q8CIM8	INT4	 integrator complex subunit 4 	Ints4	2529	3.02	3131.4	1	1	2.8	964
Q8K0C9	GMDS	" GDP-mannose 4,6 dehydratase "	Gmds	2714	1.41	15642.4	1	1	5.11	372
Q9CQM8	Q9CQM8	 60S ribosomal protein L21 	Rpl21	2659	1.81	11053.3	2	1	9.37	160
nan		 PREDICTED: nuclear receptor corepressor 1 isoform X1 	Ncor1	2605	2.37	79370.3	8	7	3.16	2529
Q5RKZ7	MOCS1	 molybdenum cofactor biosynthesis protein 1 isoform 1 	Mocs1	2564	2.7	2141.6	1	1	3.14	636
O35405	PLD3	 phospholipase D3 	Pld3	2647	1.95	6134.6	2	1	2.46	488
E9PVZ8	E9PVZ8	 golgin subfamily B member 1 	Golgb1	2569	2.67	170285.4	8	8	3.06	3238
O89051	ITM2B	 integral membrane protein 2B 	Itm2b	2657	1.82	10789	1	1	6.02	266
Q5U5Q9	UIMC1	 BRCA1-A complex subunit RAP80 isoform 1 	Uimc1	2637	2.02	4814.9	1	1	2.75	727
Q80XA6	REPS2	 ralBP1-associated Eps domain-containing protein 2 isoform 1 	Reps2	2658	1.82	51422	2	2	5.25	648
Q810B6	ANFY1	 rabankyrin-5 	Ankfy1	2610	2.34	4320.3	1	1	1.63	1169
Q8R0K9	E2F4	 transcription factor E2F4 	E2f4	2497	3.38	27094.9	2	2	6.1	410
O35955	PSB10	 proteasome subunit beta type-10 precursor 	Psmb10	2577	2.64	4822.6	1	1	4.03	273
