UniprotID	ProteinID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
P51827	AFF3	AF4/FMR2 family member 3	Aff3	4822	1.50	312592.7	7	4	3.67	1254
Q8CHE5	Q8CHE5	MKIAA0327 splice variant 1 (Fragment)	Pcdhga2	4824	1.50	261823.9	4	2	2.34	939
A0A1B0GT45	A0A1B0GT45	"Predicted gene, 39566"	Gm39566	4820	1.51	110823.5	5	4	5.44	1251
Q8QZZ8	RAB38	Ras-related protein Rab-38	Rab38	4819	1.51	105504.4	2	1	4.74	211
A0A0J9YUV1	A0A0J9YUV1	Predicted gene 6509	Gm6509	4817	1.52	453324.7	12	8	6.86	481
A0A0A0U6W1	A0A0A0U6W1	Envelope protein	4 SV	4814	1.53	66056.6	1	1	2.33	644
Q61125	BKRB1	B1 bradykinin receptor	Bdkrb1	4815	1.53	216810.6	7	1	3.59	334
F6R7E8	F6R7E8	Predicted gene 2663	Gm2663	4816	1.53	960840.3	2	1	8.10	247
Q9QZS2	RNF4	E3 ubiquitin-protein ligase RNF4	Rnf4	4811	1.54	11409.1	1	1	5.15	194
Q3V2E0	Q3V2E0	Uncharacterized protein	Try5	4810	1.54	1952169.6	3	1	7.84	255
Q924A2	CIC	Protein capicua homolog	Cic	4808	1.56	35668.3	1	1	0.36	2510
Q5Y4Y6	GSDA3	Gasdermin-A3	Gsdma3	4806	1.56	212545.3	2	2	5.17	464
Q8BSI6	R3HC1	R3H and coiled-coil domain-containing protein 1	R3hcc1	4805	1.57	455331.9	7	5	11.89	488
Q8JZY2	COMDA	COMM domain-containing protein 10	Commd10	4804	1.59	31501.8	2	2	10.89	202
O08856	ELL	RNA polymerase II elongation factor ELL	Ell	4803	1.59	28045.5	2	2	4.15	602
Q9QVP9	FAK2	Protein-tyrosine kinase 2-beta	Ptk2b	4802	1.60	328883.0	10	6	6.34	1009
Q8BHT4	Q8BHT4	Uncharacterized protein	2 SV	4801	1.62	97203.1	3	3	7.18	515
E9QM38	E9QM38	Solute carrier family 12 member 2	Slc12a2	4798	1.63	68069.3	4	3	4.06	1206
Q8C9X6	EPC1	Enhancer of polycomb homolog 1	Epc1	4795	1.68	76434.4	3	3	3.44	813
P16951	ATF2	Cyclic AMP-dependent transcription factor ATF-2	Atf2	4793	1.69	32087.6	3	3	13.35	487
Q8BI22	CE128	Centrosomal protein of 128 kDa	Cep128	4790	1.69	114609.4	4	4	4.36	1102
Q69ZR9	TASOR	Protein TASOR	Fam208a	4791	1.69	297174.3	3	3	1.86	1610
Q9DB40	MED27	Mediator of RNA polymerase II transcription subunit 27	Med27	4794	1.69	30746.2	1	1	3.54	311
B1AX58	B1AX58	Plastin-3	Pls3	4792	1.69	399746.9	5	5	7.82	639
Q8C3X2	CC90B	"Coiled-coil domain-containing protein 90B, mitochondrial"	Ccdc90b	4784	1.70	51279.7	1	1	4.30	256
