UniprotID	ProteinID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
Q6IRU2	TPM4	tropomyosin alpha-4 chain	Tpm4	3923	5.88	58971.0	2	2	8.06	248
Q3SXA6	Q3SXA6	TNFAIP3-interacting protein 3	Tnip3	4585	2.67	100053.8	2	2	9.62	208
P17156	HSP72	heat shock-related 70 kDa protein 2	Hspa2	1973	20.68	427423.7	7	4	9.00	633
Q3TAA8	Q3TAA8	phosphatidylinositol glycan anchor biosynthesis class U protein	Pigu	4290	4.47	47146.7	2	1	3.91	435
A2RTL5	RSRC2	arginine/serine-rich coiled-coil protein 2	Rsrc2	4111	5.30	109685.6	2	1	3.23	434
Q5XJY4	PARL	"presenilins-associated rhomboid-like protein, mitochondrial"	Parl	3989	5.67	73092.3	3	2	7.69	377
Q64191	ASPG	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase isoform 1	Aga	1832	22.82	167517.7	6	4	22.25	346
Q5RJG1	NOL10	nucleolar protein 10	Nol10	4172	5.04	89360.3	3	3	5.82	687
Q5U4D9	THOC6	THO complex subunit 6 homolog	Thoc6	2710	13.33	164059.8	4	2	7.92	341
Q8C1B7	43719	septin-11 isoform 3	43719	1264	32.86	340632.3	8	6	18.18	429
Q5HZI9	S2551	solute carrier family 25 member 51	Slc25a51	4720	1.82	96046.5	3	2	6.04	298
Q5EBG8	CA050	uncharacterized protein C1orf50 homolog	AU022252	3679	6.81	129188.5	3	1	8.04	199
Q5EE38	ACD	adrenocortical dysplasia protein	Acd	3620	7.04	64109.6	3	2	10.34	416
A2AJG0	A2AJG0	ribonuclease P protein subunit p38	Rpp38	3064	10.41	122492.0	2	2	9.29	280
P56394	COX17	cytochrome c oxidase copper chaperone	Cox17	3701	6.72	59733.8	2	1	25.40	63
P17047	LAMP2	lysosome-associated membrane glycoprotein 2 isoform 1 precursor	Lamp2	3563	7.27	200534.9	7	3	6.51	415
