UniprotID	ProteinName	GeneName	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
 Q3TNL8 	" inositol 1,4,5-trisphosphate receptor-interacting protein precursor "	 Itprip 	5.07	138358.3	7	4	9.19	555
 Q8BL66 	 early endosome antigen 1 	 Eea1 	47.48	427315.4	30	21	18.5	1411
 P59997 	 lysine-specific demethylase 2A 	 Kdm2a 	1.89	121756	8	8	10.25	1161
 P17156 	 heat shock-related 70 kDa protein 2 	 Hspa2 	33.6	440045	16	10	21.96	633
 Q6ZWZ7 	 60S ribosomal protein L17 	 Rpl17 	45.9	1143711.7	29	8	41.3	184
 Q6DIC6 	 trophinin isoform 1 	 Tro 	2.35	80745	3	1	0.57	2087
 P61406 	 telomerase-binding protein EST1A 	 Smg6 	5.1	19396.1	1	1	1.13	1418
 Q6BCL1 	 PML-RARA-regulated adapter molecule 1 	 Pram1 	4.79	35766	3	2	5.19	675
 Q8R480 	 nuclear pore complex protein Nup85 	 Nup85 	3.71	234626.8	8	8	16.16	656
 Q68FD5 	 clathrin heavy chain 1 	 Cltc 	219.98	2973349.7	99	43	32.18	1675
 Q68FL6 	" methionine--tRNA ligase, cytoplasmic isoform 2 "	 Mars 	47.56	658384.9	30	12	18.96	902
 Q9ES97 	 reticulon-3 isoform 1 	 Rtn3 	18.2	170275.1	7	5	9.85	964
 Q6P1G2 	 lysine-specific demethylase 2B isoform 1 	 Kdm2b 	2.45	173677.8	10	8	7.18	1309
 O88509 	 DNA (cytosine-5)-methyltransferase 3B isoform 1 	 Dnmt3b 	3.19	53717.4	3	3	5.01	859
 Q68FF6 	 ARF GTPase-activating protein GIT1 	 Git1 	10.86	132906.2	5	4	7.01	770
 Q65Z40 	 wings apart-like protein homolog isoform 1 	 Wapl 	33.81	273470.9	16	13	13.92	1200
 Q3TAA8 	 phosphatidylinositol glycan anchor biosynthesis class U protein 	 Pigu 	5.36	11399.3	1	1	3.91	435
 Q9CQK1 	 zinc finger HIT domain-containing protein 3 	 Znhit3 	2.82	45717.9	2	2	13.91	151
 Q6PDY2 	 2-aminoethanethiol dioxygenase 	 Ado 	5.47	63138.5	3	2	12.5	256
 Q6PAM1 	 alpha-taxilin 	 Txlna 	59.65	384495.4	19	11	28.34	554
 Q640N3 	 rho GTPase-activating protein 30 	 Arhgap30 	6.85	131795.5	10	7	10.61	1093
 Q8BJW6 	 eukaryotic translation initiation factor 2A 	 Eif2a 	71.81	502720.9	20	13	34.42	581
 A2RTL5 	 arginine/serine-rich coiled-coil protein 2 	 Rsrc2 	13.85	177602.3	7	5	15.9	434
 Q5XJY4 	" presenilins-associated rhomboid-like protein, mitochondrial "	 Parl 	5.26	69061.7	3	3	11.41	377
 Q64191 	 N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase isoform 1 	 Aga 	7.56	59888.4	6	3	17.34	346
 Q9D1R9 	 60S ribosomal protein L34 	 Rpl34 	5.36	180330	6	3	22.22	117
 Q80TH2 	 protein LAP2 isoform 1 	 Erbb2ip 	20.41	188569.9	12	8	7.1	1450
 Q5RJG1 	 nucleolar protein 10 	 Nol10 	8.03	41905.9	4	3	6.7	687
 Q5U4D9 	 THO complex subunit 6 homolog 	 Thoc6 	15.23	191696.9	7	4	15.54	341
 Q6PGH1 	 protein BUD31 homolog isoform 2 	 Bud31 	13.92	134653.9	6	5	59.22	103
 A2AF47 	 dedicator of cytokinesis protein 11 	 Dock11 	33.08	506776.3	20	16	9.41	2073
 Q5PSV9 	 mediator of DNA damage checkpoint protein 1 	 Mdc1 	42.08	351282.4	12	9	8.31	1708
 Q91XB0 	 three-prime repair exonuclease 1 	 Trex1 	6.7	31703.1	1	1	6.37	314
