UniprotID	ProteinID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
Q99M04	LIAS	"lipoyl synthase, mitochondrial isoform 1 precursor"	Lias	3278	1.55	1729.9	1	1	4.56	373
Q8BMG1	ATRIP	ATR-interacting protein	Atrip	3168	2.32	2525.9	1	1	2.04	785
Q9Z1K6	ARI2	E3 ubiquitin-protein ligase ARIH2	Arih2	3114	2.62	2575.4	1	1	3.05	492
P70302	STIM1	stromal interaction molecule 1 precursor	Stim1	2752	4.30	3036.0	1	1	1.90	685
Q8VH37	HDAC8	histone deacetylase 8 isoform 1	Hdac8	3159	2.38	3630.4	1	1	4.24	377
P32883	RASK	GTPase KRas	Kras	3140	2.52	4465.9	1	1	6.38	188
P70255	NFIC	nuclear factor 1 C-type isoform a	Nfic	2956	3.39	4881.7	1	1	2.73	439
Q7TME2	SPAG5	sperm-associated antigen 5	Spag5	2697	4.56	5879.0	1	1	1.29	1165
Q9CPR7	SIKE1	suppressor of IKBKE 1	Sike1	3020	3.03	5922.7	1	1	8.70	207
Q99L43	CDS2	phosphatidate cytidylyltransferase 2 isoform a	Cds2	2673	4.62	6077.6	1	1	4.28	444
Q9CVD2	ATX3	ataxin-3 isoform 1	Atxn3	3067	2.84	6102.8	2	2	7.32	355
Q9R061	NUBP2	cytosolic Fe-S cluster assembly factor NUBP2	Nubp2	2794	4.19	6360.9	1	1	6.55	275
Q9D898	ARP5L	actin-related protein 2/3 complex subunit 5-like protein	Arpc5l	2349	5.84	6605.8	1	1	8.50	153
Q3TMP1	Q3TMP1	general transcription factor 3C polypeptide 3	Gtf3c3	2781	4.21	6907.3	1	1	2.04	882
Q62172	RBP1	ralA-binding protein 1	Ralbp1	2913	3.62	6996.0	1	1	1.54	648
P97478	COQ7	"5-demethoxyubiquinone hydroxylase, mitochondrial isoform 1"	Coq7	2876	3.87	7127.9	1	1	4.15	217
Q8VEE1	LMCD1	LIM and cysteine-rich domains protein 1	Lmcd1	3166	2.34	7239.0	1	1	5.21	365
Q07104	GDF3	growth/differentiation factor 3 precursor	Gdf3	3110	2.64	7300.5	1	1	4.37	366
Q921Z5	TFIP8	tumor necrosis factor alpha-induced protein 8 isoform 1	Tnfaip8	3083	2.80	7316.9	1	1	9.43	212
P62077	TIM8B	mitochondrial import inner membrane translocase subunit Tim8 B	Timm8b	3115	2.62	7548.8	1	1	15.66	83
Q8R429	AT2A1	sarcoplasmic/endoplasmic reticulum calcium ATPase 1	Atp2a1	3090	2.77	7650.1	1	1	1.51	994
E9Q0Y4	E9Q0Y4	signal-induced proliferation-associated protein 1	Sipa1	3288	1.54	7807.8	1	1	1.25	1038
Q8BGQ1	SPE39	spermatogenesis-defective protein 39 homolog isoform a	Vipas39	2761	4.27	7888.8	1	1	2.24	491
Q78JE5	FBX22	F-box only protein 22	Fbxo22	3053	2.89	7990.6	1	1	3.98	402
Q922E4	PCY2	ethanolamine-phosphate cytidylyltransferase	Pcyt2	3063	2.85	8235.1	1	1	2.97	404
Q9DCU6	RM04	"39S ribosomal protein L4, mitochondrial"	Mrpl4	3265	1.58	8266.9	1	1	3.74	294
B8JJC1	B8JJC1	tyrosyl-DNA phosphodiesterase 1	Tdp1	3038	2.92	8489.3	2	2	5.09	609
P58404	STRN4	striatin-4 isoform 1	Strn4	2957	3.38	8551.1	1	1	2.11	760
Q5RL79	KTAP2	keratinocyte-associated protein 2 isoform 1	Krtcap2	2328	5.94	9074.1	1	1	12.50	136
Q9WVG6	CARM1	histone-arginine methyltransferase CARM1 isoform 1	Carm1	2638	4.76	9141.6	1	1	2.14	608
Q8C547	HTR5B	HEAT repeat-containing protein 5B	Heatr5b	2619	4.83	9162.6	2	2	0.97	2070
G3X8R0	G3X8R0	receptor expression-enhancing protein 5	Reep5	3261	1.59	9181.7	1	1	4.23	189
P0C8B4	GON7	uncharacterized protein C14orf142 homolog	AK010878	2277	6.18	9360.1	2	1	21.43	98
			Bckdk	3054	2.89	9506.5	2	1	4.13	412
Q08297	RAD51	DNA repair protein RAD51 homolog 1	Rad51	2669	4.65	9807.0	1	1	4.72	339
Q07832	PLK1	serine/threonine-protein kinase PLK1	Plk1	2967	3.32	9823.2	1	1	1.66	603
nan		PREDICTED: CLIP-associating protein 2 isoform X22	Clasp2	2798	4.17	9956.3	1	1	0.73	1513
Q9WU40	MAN1	inner nuclear membrane protein Man1	Lemd3	2272	6.19	10003.3	1	1	2.83	918
Q5U452	Q5U452	TP53-regulating kinase	Trp53rka	3276	1.56	10187.2	1	1	4.10	244
Q6GSS7	H2A2A	histone H2A type 2-A	Hist2h2aa1	2352	5.83	10225.1	1	1	22.31	130
Q9R0Q3	TMED2	transmembrane emp24 domain-containing protein 2 precursor	Tmed2	2912	3.63	10571.5	1	1	5.97	201
Q91WA6	SHRPN	sharpin	Sharpin	3073	2.82	10913.6	1	1	4.21	380
Q99L04	DHRS1	dehydrogenase/reductase SDR family member 1	Dhrs1	2628	4.78	10950.8	1	1	4.79	313
O08528	HXK2	hexokinase-2	Hk2	2815	4.09	11018.5	1	1	1.53	917
Q14CH7	SYAM	"alanine--tRNA ligase, mitochondrial precursor"	Aars2	3085	2.78	11331.7	1	1	1.63	980
Q9CQ25	MZT2	mitotic-spindle organizing protein 2	Mzt2	2236	6.37	11333.5	1	1	13.21	159
Q8CCF0	PRP31	U4/U6 small nuclear ribonucleoprotein Prp31 isoform 1	Prpf31	3087	2.78	11596.7	2	2	7.21	499
