UniprotID	ProteinName	GeneName	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
 A2AUY4 	 bromodomain adjacent to zinc finger domain protein 2B 	 Baz2b 	6.44	308390.6	7	5	3.11	2123
 B8JJX8 	 zinc finger protein 738 	 Zfp738 	8.11	95020	7	4	5.67	793
 Q6IRU2 	 tropomyosin alpha-4 chain 	 Tpm4 	4.61	60647.4	2	2	9.27	248
 Q3TNL8 	" inositol 1,4,5-trisphosphate receptor-interacting protein precursor "	 Itprip 	17.27	106635.8	6	5	10.09	555
 P23949 	" zinc finger protein 36, C3H1 type-like 2 "	 Zfp36l2 	2.88	29829.5	3	3	9.09	484
 P01901 	" H-2 class I histocompatibility antigen, K-W28 alpha chain isoform 1 "	 H2-K1 	2.32	37156.3	2	1	2.71	369
 Q8BL66 	 early endosome antigen 1 	 Eea1 	1.89	98867.1	6	6	4.68	1411
 P59997 	 lysine-specific demethylase 2A 	 Kdm2a 	11.4	148677.3	11	9	8.27	1161
 P17156 	 heat shock-related 70 kDa protein 2 	 Hspa2 	6.69	143661.4	6	4	8.06	633
 Q6ZWZ7 	 60S ribosomal protein L17 	 Rpl17 	37.62	713747.6	24	7	37.5	184
 Q8R480 	 nuclear pore complex protein Nup85 	 Nup85 	18.26	113606.6	4	4	8.54	656
 Q7M754 	 Try10-like trypsinogen precursor 	 Gm5409 	3.02	23630.7	1	1	4.07	246
 Q68FD5 	 clathrin heavy chain 1 	 Cltc 	95.01	1157040.8	54	26	18.87	1675
 Q68FG0 	 zinc finger C4H2 domain-containing protein isoform 1 	 Zc4h2 	5.76	83225.1	5	3	14.29	224
 Q9ES97 	 reticulon-3 isoform 1 	 Rtn3 	4.47	120835.2	5	4	4.88	964
 Q68ED7 	 CREB-regulated transcription coactivator 1 	 Crtc1 	9.18	75081.2	7	3	5.56	630
 Q68FF6 	 ARF GTPase-activating protein GIT1 	 Git1 	29.5	426237.8	16	10	20.78	770
 Q65Z40 	 wings apart-like protein homolog isoform 1 	 Wapl 	24.01	222549.2	10	8	8.08	1200
 Q6PDY2 	 2-aminoethanethiol dioxygenase 	 Ado 	14.4	86091.7	4	3	18.75	256
 Q6PAM1 	 alpha-taxilin 	 Txlna 	16.88	201299.9	12	9	16.61	554
 Q640N3 	 rho GTPase-activating protein 30 	 Arhgap30 	10.96	259637.2	7	7	8.05	1093
 Q8BJW6 	 eukaryotic translation initiation factor 2A 	 Eif2a 	52.02	438081.7	17	9	22.89	581
 A2RTL5 	 arginine/serine-rich coiled-coil protein 2 	 Rsrc2 	16.32	151630.2	10	3	11.98	434
 Q64191 	 N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase isoform 1 	 Aga 	16.38	81499.3	4	3	18.21	346
 Q9D1R9 	 60S ribosomal protein L34 	 Rpl34 	2.36	139486	3	2	15.38	117
 Q80TH2 	 protein LAP2 isoform 1 	 Erbb2ip 	14.73	192602.7	10	7	5.93	1450
 Q5U452 	 TP53-regulating kinase 	 Trp53rka 	5.46	75113.9	4	2	6.97	244
 Q5RJG1 	 nucleolar protein 10 	 Nol10 	5.04	70022.3	4	4	8.88	687
 Q5U4D9 	 THO complex subunit 6 homolog 	 Thoc6 	8.2	93103.2	7	3	11.44	341
 A2AF47 	 dedicator of cytokinesis protein 11 	 Dock11 	50.39	690231.2	28	18	10.9	2073
 Q5PSV9 	 mediator of DNA damage checkpoint protein 1 	 Mdc1 	29.6	294074.2	12	10	9.19	1708
 Q91XB0 	 three-prime repair exonuclease 1 	 Trex1 	2.5	58105.1	4	2	5.41	314
 Q5NC05 	 transcription termination factor 2 	 Ttf2 	3.46	67276.6	3	3	3.51	1138
