UniprotID	ProteinID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
P48678	LMNA	prelamin-A/C isoform A precursor	Lmna	1820	6.20	157844.8	9	5	7.52	665
P17156	HSP72	heat shock-related 70 kDa protein 2	Hspa2	2293	3.96	67489.6	3	2	3.32	633
Q7M754	Q7M754	Try10-like trypsinogen precursor	Gm5409	2484	3.10	29958.1	1	1	4.07	246
Q6IFZ8	Q6IFZ8	type II keratin Kb14	Gm5414	2575	2.74	61825.9	3	2	4.35	552
Q9ES97	RTN3	reticulon-3 isoform 1	Rtn3	2386	3.65	72249.7	4	3	3.42	964
Q8BJW6	EIF2A	eukaryotic translation initiation factor 2A	Eif2a	1183	11.81	84606.7	5	3	6.54	581
A2AF47	DOC11	dedicator of cytokinesis protein 11	Dock11	793	17.84	163628.0	10	7	4.20	2073
Q5DW34	EHMT1	histone-lysine N-methyltransferase EHMT1 isoform 1	Ehmt1	2224	4.27	15048.0	2	2	1.62	1296
Q8BIF9	ZN787	zinc finger protein 787	Zfp787	2251	4.15	26476.1	1	1	3.41	381
Q5EG47	AAPK1	5'-AMP-activated protein kinase catalytic subunit alpha-1	Prkaa1	2110	4.72	118259.2	2	2	3.94	559
Q5SSI6	UTP18	U3 small nucleolar RNA-associated protein 18 homolog	Utp18	1605	7.69	253351.6	6	3	7.25	552
A2AJG0	A2AJG0	ribonuclease P protein subunit p38	Rpp38	1537	8.19	96512.6	5	3	11.79	280
Q6PDL0	DC1L2	cytoplasmic dynein 1 light intermediate chain 2	Dync1li2	2669	2.45	33601.0	1	1	2.44	492
Q3TXT3	SOSSC	SOSS complex subunit C	Inip	2649	2.55	36838.1	2	1	8.65	104
Q80TR8	DCAF1	protein VPRBP	Vprbp	2543	2.78	55092.7	3	2	2.04	1419
P56394	COX17	cytochrome c oxidase copper chaperone	Cox17	2266	4.09	38996.3	3	1	25.40	63
A2ADY9	DDI2	protein DDI1 homolog 2	Ddi2	1413	9.16	122279.4	4	3	10.03	399
Q9QYC0	ADDA	alpha-adducin isoform 1	Add1	1786	6.36	52773.5	2	2	4.76	735
Q6P8I4	PCNP	PEST proteolytic signal-containing nuclear protein	Pcnp	1028	13.98	107747.5	7	3	15.73	178
Q7TQK5	CCD93	coiled-coil domain-containing protein 93 isoform a	Ccdc93	1830	6.14	54876.0	3	2	3.34	629
Q62393	TPD52	tumor protein D52 isoform 2	Tpd52	826	17.15	119692.2	5	3	17.41	224
Q8K019	BCLF1	bcl-2-associated transcription factor 1 isoform 1	Bclaf1	1007	14.31	114345.6	9	7	9.25	919
Q6NXN1	SZRD1	SUZ domain-containing protein 1 isoform 1	Szrd1	2245	4.19	7811.5	1	1	8.55	152
A0AUN0	A0AUN0	SEC23-interacting protein	Sec23ip	1254	10.94	49814.8	4	3	3.81	998
Q8R3F5	FABD	"malonyl-CoA-acyl carrier protein transacylase, mitochondrial"	Mcat	2129	4.66	58155.1	3	2	7.09	381
Q9CQN7	RM41	"39S ribosomal protein L41, mitochondrial precursor"	Mrpl41	2308	3.93	30127.3	1	1	9.63	135
