UniprotID	ProteinID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
Q8VDD5	MYH9	myosin-9	Myh9	1	390.86	3253247.4	142	82	41.84	1960
P26039	TLN1	talin-1	Tln1	2	369.71	2860056.1	139	68	37.86	2541
Q8BTM8	FLNA	PREDICTED: filamin-A isoform X1	Flna	3	302.64	2178754.4	121	67	38.35	2647
E9PVX6	KI67	antigen KI-67	Mki67	4	271.05	1939767.9	116	72	28.67	3177
nan		PREDICTED: nuclear mitotic apparatus protein 1 isoform X1	Numa1	5	224.99	1958668.9	91	54	31.12	2108
P11499	HS90B	heat shock protein HSP 90-beta	Hsp90ab1	6	214.28	4496055.7	135	40	52.21	724
P63017	HSP7C	heat shock cognate 71 kDa protein	Hspa8	7	189.27	4921575.8	149	35	60.84	646
nan		"PREDICTED: spectrin alpha chain, non-erythrocytic 1 isoform X2"	Sptan1	10	155.92	1051704.4	64	41	20.04	2505
Q01853	TERA	transitional endoplasmic reticulum ATPase	Vcp	12	154.54	1763116.8	68	32	50.12	806
Q61233	PLSL	plastin-2	Lcp1	13	149.99	2302957.0	88	28	51.83	627
P25206	MCM3	DNA replication licensing factor MCM3	Mcm3	14	148.34	1176390.5	58	33	53.57	812
P10126	EF1A1	elongation factor 1-alpha 1	Eef1a1	15	148.00	2660736.4	94	22	45.67	462
P56480	ATPB	"ATP synthase subunit beta, mitochondrial precursor"	Atp5b	16	147.95	1679158.1	76	27	68.05	529
P27773	PDIA3	protein disulfide-isomerase A3 precursor	Pdia3	17	144.96	1610715.4	68	29	59.60	505
Q9JKF1	IQGA1	ras GTPase-activating-like protein IQGAP1	Iqgap1	18	144.32	888553.2	57	36	28.30	1657
F6ZDS4	TPR	nucleoprotein TPR	Tpr	19	144.04	1434308.3	62	33	17.44	2431
Q9WTQ5	AKA12	A-kinase anchor protein 12	Akap12	20	141.11	757579.3	47	28	26.01	1684
P38647	GRP75	"stress-70 protein, mitochondrial"	Hspa9	21	138.12	1159607.5	51	26	43.89	679
P99024	TBB5	tubulin beta-5 chain	Tubb5	22	134.80	2924729.2	118	24	69.37	444
P14733	LMNB1	lamin-B1	Lmnb1	23	133.72	1340115.9	58	31	49.83	588
Q3U2G2	Q3U2G2	heat shock 70 kDa protein 4	Hspa4	24	133.26	803389.1	49	26	41.57	842
P63260	ACTG	"actin, cytoplasmic 2 isoform 1"	Actg1	25	132.74	6683407.9	137	25	76.80	375
P58252	EF2	elongation factor 2	Eef2	26	127.19	1372789.7	63	28	36.13	858
Q02053	UBA1	ubiquitin-like modifier-activating enzyme 1 isoform 2	Uba1	27	126.99	1136363.5	51	28	32.14	1058
P17182	ENOA	"enolase 1B, retrotransposed"	Eno1b	28	126.22	1254657.0	56	21	62.21	434
Q62318	TIF1B	transcription intermediary factor 1-beta	Trim28	29	125.87	1328510.3	70	25	41.85	834
P63038	CH60	"60 kDa heat shock protein, mitochondrial"	Hspd1	30	124.46	2064630.0	87	22	52.36	573
P57780	ACTN4	alpha-actinin-4	Actn4	31	123.50	1025791.9	45	26	36.84	912
P20029	BIP	78 kDa glucose-regulated protein precursor	Hspa5	33	121.43	1476909.0	60	24	39.24	655
P52480	KPYM	pyruvate kinase PKM isoform M2	Pkm	34	118.85	1485499.6	57	24	53.11	531
P61979	HNRPK	heterogeneous nuclear ribonucleoprotein K isoform 2	Hnrnpk	35	117.64	2447693.5	99	20	54.43	463
P42932	TCPQ	T-complex protein 1 subunit theta	Cct8	36	105.70	954705.9	47	24	49.27	548
P80314	TCPB	T-complex protein 1 subunit beta	Cct2	37	104.83	760218.1	36	18	46.73	535
P09405	NUCL	nucleolin	Ncl	39	102.42	1923976.7	82	27	32.67	707
Q9CU62	SMC1A	structural maintenance of chromosomes protein 1A	Smc1a	40	101.83	691832.1	38	28	26.60	1233
P97311	MCM6	DNA replication licensing factor MCM6 isoform 1	Mcm6	41	101.71	727535.2	45	25	34.59	821
P20152	VIME	vimentin	Vim	42	101.33	979645.6	54	27	54.72	466
Q9JIK5	DDX21	nucleolar RNA helicase 2	Ddx21	43	101.09	932525.9	49	26	33.37	851
P05213	TBA1B	tubulin alpha-1B chain	Tuba1b	44	99.83	2688890.0	92	18	51.44	451
P11983	TCPA	T-complex protein 1 subunit alpha isoform 1	Tcp1	45	98.83	796293.9	32	20	42.27	556
Q3TLH4	PRC2C	protein PRRC2C	Prrc2c	46	98.66	596069.9	38	26	10.61	2846
Q99KI0	ACON	"aconitate hydratase, mitochondrial precursor"	Aco2	47	97.15	819384.2	38	19	33.72	780
Q921K2	Q921K2	poly	Parp1	48	96.90	1033085.6	54	24	29.98	1014
P09103	PDIA1	protein disulfide-isomerase precursor	P4hb	49	96.81	823308.0	37	18	44.01	509
P18760	COF1	cofilin-1	Cfl1	50	95.23	2642208.1	75	17	72.89	166
Q64737	PUR2	trifunctional purine biosynthetic protein adenosine-3	Gart	51	95.10	424684.0	26	17	25.54	1010
Q9JHU4	DYHC1	cytoplasmic dynein 1 heavy chain 1	Dync1h1	52	93.72	1059398.0	121	36	8.68	4644
P47738	ALDH2	"aldehyde dehydrogenase, mitochondrial isoform 1 precursor"	Aldh2	54	93.42	941462.5	49	16	43.74	519
P19096	FAS	fatty acid synthase	Fasn	53	93.42	599028.7	36	25	14.58	2504
nan		"PREDICTED: spectrin beta chain, non-erythrocytic 1 isoform X2"	Sptbn1	55	93.04	658040.2	41	29	17.83	2350
P07901	HS90A	heat shock protein HSP 90-alpha	Hsp90aa1	56	91.97	1243293.4	53	21	31.24	733
Q60864	STIP1	stress-induced-phosphoprotein 1	Stip1	57	91.37	935222.8	41	23	45.30	543
Q8VDN2	AT1A1	sodium/potassium-transporting ATPase subunit alpha-1 precursor	Atp1a1	58	90.72	585940.6	28	23	26.69	1023
Q61029	LAP2B	lamina-associated polypeptide 2 isoform epsilon	Tmpo	59	90.39	969105.6	42	16	45.58	452
P16858	G3P	glyceraldehyde-3-phosphate dehydrogenase isoform 1	Gapdh	60	88.99	1778528.6	49	16	53.48	359
Q9QZQ8	H2AY	core histone macro-H2A.1 isoform 1	H2afy	61	88.91	1772100.5	70	15	39.25	372
P13864	DNMT1	DNA (cytosine-5)-methyltransferase 1 isoform 1	Dnmt1	62	88.81	673366.7	36	21	17.47	1620
P08249	MDHM	"malate dehydrogenase, mitochondrial precursor"	Mdh2	63	88.30	1134028.4	54	17	55.03	338
P37913	DNLI1	DNA ligase 1	Lig1	64	88.23	535399.8	33	17	23.39	932
P40142	TKT	transketolase	Tkt	65	88.16	833276.0	40	16	40.13	623
Q7TPV4	MBB1A	myb-binding protein 1A	Mybbp1a	66	87.35	748451.8	32	16	15.85	1344
P97310	MCM2	DNA replication licensing factor MCM2	Mcm2	67	86.89	587246.0	33	19	26.88	904
Q7TMK9	HNRPQ	heterogeneous nuclear ribonucleoprotein Q isoform 1	Syncrip	68	86.36	979094.0	52	16	30.50	623
Q6A068	CDC5L	cell division cycle 5-like protein	Cdc5l	69	86.20	963251.3	35	18	35.29	802
Q9CWJ9	PUR9	bifunctional purine biosynthesis protein PURH	Atic	70	85.95	890358.3	33	17	38.68	592
Q8BKC5	IPO5	importin-5	Ipo5	71	85.58	660515.3	39	17	21.24	1097
P60122	RUVB1	ruvB-like 1	Ruvbl1	72	85.49	774133.7	39	18	53.51	456
Q8BTS0	Q8BTS0	probable ATP-dependent RNA helicase DDX5	Ddx5	73	85.11	1017560.3	40	17	29.11	615
Q8CIN4	PAK2	serine/threonine-protein kinase PAK 2 precursor	Pak2	75	84.65	964435.2	48	20	43.89	524
P80315	TCPD	T-complex protein 1 subunit delta	Cct4	74	84.65	480150.1	29	18	47.87	539
O54988	SLK	STE20-like serine/threonine-protein kinase isoform 1	Slk	76	84.34	630883.9	32	18	21.65	1233
nan		PREDICTED: dihydropyrimidinase-related protein 2 isoform X1	Dpysl2	77	84.24	559196.9	27	14	30.16	673
Q8VEK3	HNRPU	heterogeneous nuclear ribonucleoprotein U	Hnrnpu	78	83.23	968572.3	36	19	25.12	800
