UniprotID	ProteinID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
A2RTL5	RSRC2	arginine/serine-rich coiled-coil protein 2	Rsrc2	2915	1.70	21397.4	1	1	3.23	434
Q8BIF9	ZN787	zinc finger protein 787	Zfp787	2289	5.42	19874.5	1	1	3.41	381
Q6PDL0	DC1L2	cytoplasmic dynein 1 light intermediate chain 2	Dync1li2	2589	3.94	28972.6	1	1	2.44	492
Q3UJU9	RMD3	regulator of microtubule dynamics protein 3	Rmdn3	2869	1.92	5892.8	1	1	3.62	470
Q3UD01	A7L3B	putative ataxin-7-like protein 3B	Atxn7l3b	2511	4.41	18724.1	1	1	10.31	97
Q9JJI8	RL38	60S ribosomal protein L38	Rpl38	2292	5.41	18697.8	1	1	14.29	70
E9QAE3	E9QAE3	TATA-binding protein-associated factor 172	Btaf1	2089	6.23	32645.2	1	1	0.76	1848
Q811S7	UBIP1	upstream-binding protein 1 isoform a	Ubp1	2621	3.70	17613.4	1	1	2.22	540
P0C0A3	CHMP6	charged multivesicular body protein 6	Chmp6	2223	5.67	21713.4	1	1	6.50	200
Q91VV4	DEN2D	DENN domain-containing protein 2D isoform 2	Dennd2d	2349	5.20	12066.8	1	1	3.43	466
P0C7N9	PSMG4	proteasome assembly chaperone 4 isoform b	Psmg4	2097	6.19	33267.7	1	1	12.20	123
O35566	CD151	CD151 antigen	Cd151	2377	5.09	13127.5	1	1	3.16	253
D3YZP9	CCDC6	coiled-coil domain-containing protein 6	Ccdc6	2488	4.56	11024.1	1	1	2.99	469
P98083	SHC1	SHC-transforming protein 1 isoform a	Shc1	2434	4.82	6345.8	1	1	3.45	579
P61804	DAD1	dolichyl-diphosphooligosaccharide--protein glycosyltransferase	Dad1	2222	5.67	31680.7	1	1	10.62	113
Q8BTY8	SCFD2	sec1 family domain-containing protein 2 isoform a	Scfd2	2607	3.82	17439.8	1	1	1.90	684
Q9JHE7	TSSC4	protein TSSC4 isoform 1	Tssc4	2628	3.67	16543.8	1	1	4.73	317
L7N466	L7N466	"5, 10-methenyltetrahydrofolate synthetase-like"	Mthfsl	2141	5.99	31123.9	1	1	5.91	203
Q61179	IRF9	interferon regulatory factor 9 isoform 1	Irf9	2770	2.61	24974.2	1	1	3.87	465
P36993	PPM1B	protein phosphatase 1B isoform 4	Ppm1b	2307	5.36	21528.0	1	1	4.58	393
A2BDX3	MOCS3	adenylyltransferase and sulfurtransferase MOCS3	Mocs3	2733	2.86	18911.3	1	1	2.83	460
Q8BXL7	ARFRP	ADP-ribosylation factor-related protein 1 isoform 1	Arfrp1	2766	2.64	3081.4	1	1	8.96	201
Q9QZ23	NFU1	"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial isoform 1"	Nfu1	2727	2.92	15920.9	1	1	5.08	256
Q9CPR5	RM15	"39S ribosomal protein L15, mitochondrial isoform 1 precursor"	Mrpl15	2730	2.91	29847.0	1	1	4.41	295
Q8R104	SIR3	NAD-dependent protein deacetylase sirtuin-3 isoform 3	Sirt3	1886	7.22	12168.8	1	1	4.19	334
Q58A65	JIP4	C-Jun-amino-terminal kinase-interacting protein 4 isoform 6	Spag9	2737	2.83	6882.1	1	1	0.83	1320
Q9DCZ4	MIC26	MICOS complex subunit Mic26 isoform 2	Apoo	2002	6.60	30727.6	1	1	7.08	212
Q3TYS2	CYBC1	uncharacterized protein C17orf62 homolog isoform 3	BC017643	2435	4.81	11455.4	1	1	4.31	232
