UniprotID	ProteinName	GeneName	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
 Q6P2L6 	 histone-lysine N-methyltransferase NSD3 isoform 1 	 Whsc1l1 	8.01	30737	4	2	3.05	655
 Q8R480 	 nuclear pore complex protein Nup85 	 Nup85 	5.21	30162.9	3	2	3.05	656
 Q65Z40 	 wings apart-like protein homolog isoform 1 	 Wapl 	6.81	82609.6	6	5	4.83	1200
 Q5U4C3 	" splicing factor, arginine/serine-rich 19 "	 Scaf1 	4.42	100647.9	4	4	4.06	1256
 Q5SUQ9 	 CST complex subunit CTC1 isoform a 	 Ctc1 	1.43	14014.3	1	1	1.82	1212
 Q5EG47 	 5'-AMP-activated protein kinase catalytic subunit alpha-1 	 Prkaa1 	6.2	101022.9	5	4	6.62	559
 Q5SSI6 	 U3 small nucleolar RNA-associated protein 18 homolog 	 Utp18 	5.38	62180.8	4	1	2.36	552
 A2AJG0 	 ribonuclease P protein subunit p38 	 Rpp38 	14.57	107360.4	7	3	12.5	280
 Q6PDL0 	 cytoplasmic dynein 1 light intermediate chain 2 	 Dync1li2 	14.24	63462.9	5	3	9.35	492
 Q8VI33 	 transcription initiation factor TFIID subunit 9 	 Taf9 	10.27	53301.2	2	1	8.33	264
 P56394 	 cytochrome c oxidase copper chaperone 	 Cox17 	9.26	38014.4	2	1	25.4	63
 P17047 	 lysosome-associated membrane glycoprotein 2 isoform 1 precursor 	 Lamp2 	18.65	76539	9	4	8.43	415
 A2ADY9 	 protein DDI1 homolog 2 	 Ddi2 	25.02	125945.3	5	3	10.03	399
 Q9QYC0 	 alpha-adducin isoform 1 	 Add1 	15.68	82512	6	3	5.03	735
 Q504M2 	 pyruvate dehydrogenase 	 Pdp2 	5.68	24821.7	3	3	8.65	532
 Q6P8I4 	 PEST proteolytic signal-containing nuclear protein 	 Pcnp 	7.2	30351.1	3	3	20.79	178
 P53569 	 CCAAT/enhancer-binding protein zeta 	 Cebpz 	7.55	209350.3	4	4	4.18	1052
