UniprotID	ProteinName	GeneName	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
 Q7M754 	 Try10-like trypsinogen precursor 	 Gm5409 	3.18	19088.8	1	1	4.07	246
 A2RTL5 	 arginine/serine-rich coiled-coil protein 2 	 Rsrc2 	2.42	10004.5	1	1	1.61	434
 Q5SUQ9 	 CST complex subunit CTC1 isoform a 	 Ctc1 	3.99	20212	1	1	1.82	1212
 Q7M729 	 sodium channel subunit beta-4 precursor 	 Scn4b 	2.33	1661.3	1	1	8.77	228
 Q4QQM4 	 tumor protein p53-inducible protein 11 	 Trp53i11 	2.49	44051.3	1	1	5.29	189
 Q6NXN1 	 SUZ domain-containing protein 1 isoform 1 	 Szrd1 	10.29	31806.9	1	1	7.89	152
 Q60929 	 myocyte-specific enhancer factor 2A isoform a 	 Mef2a 	2.97	25024.3	1	1	2.01	498
 L7N451 	 interferon-induced very large GTPase 1 	 Gvin1 	3.52	22535.2	1	1	0.54	2427
 Q9JLJ5 	 elongation of very long chain fatty acids protein 1 isoform 1 	 Elovl1 	5.31	8220.8	1	1	4.3	279
 O70139 	 cAMP-dependent protein kinase inhibitor gamma isoform 1 	 Pkig 	2.38	6900.2	1	1	31.58	76
 Q8CG50 	 ras-related protein Rab-43 isoform a 	 Rab43 	3.66	3399.6	1	1	5.24	210
 Q921L3 	 transmembrane and coiled-coil domain-containing protein 1 precursor 	 Tmco1 	3.34	19503.8	1	1	7.45	188
 Q9CPW2 	" adrenodoxin-like protein, mitochondrial precursor "	 Fdx1l 	5.7	28299.6	1	1	6.32	174
 Q8CFT2 	 histone-lysine N-methyltransferase SETD1B 	 Setd1b 	3.44	8875.1	1	1	0.91	1985
 P97931 	 uracil-DNA glycosylase isoform a 	 Ung 	10	15338.2	1	1	5.56	306
 Q91W53 	 golgin subfamily A member 7 	 Golga7 	5.25	10269.9	1	1	10.95	137
 Q3UVL4 	 vacuolar protein sorting-associated protein 51 homolog 	 Vps51 	5.27	21514.4	1	1	1.92	782
 A6H619 	 PHD and RING finger domain-containing protein 1 	 Phrf1 	2.1	1415.2	1	1	0.59	1682
 B1AVZ0 	 uracil phosphoribosyltransferase homolog 	 Uprt 	4.81	21465.3	1	1	4.19	310
 Q6ZPR6 	 inhibitor of Bruton tyrosine kinase 	 Ibtk 	3.32	3471.3	1	1	1.55	1352
