UniprotID	ProteinID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
Q6IRU2	TPM4	tropomyosin alpha-4 chain	Tpm4	3660	1.75	22487.6	2	2	6.45	248
Q3TNL8	IPRI	"inositol 1,4,5-trisphosphate receptor-interacting protein precursor"	Itprip	2359	7.48	73730	6	5	10.81	555
P23949	TISD	"zinc finger protein 36, C3H1 type-like 2"	Zfp36l2	3553	2.13	43991	3	2	4.55	484
P01901	HA1B	"H-2 class I histocompatibility antigen, K-W28 alpha chain isoform 1"	H2-K1	949	24.77	202351.6	12	7	28.18	369
Q8BL66	EEA1	early endosome antigen 1	Eea1	1507	15.17	178161.3	16	13	11.06	1411
P17156	HSP72	heat shock-related 70 kDa protein 2	Hspa2	2726	5.73	91897.1	5	4	8.21	633
Q6ZWZ7	Q6ZWZ7	60S ribosomal protein L17	Rpl17	620	34.48	426994.2	20	6	36.96	184
P61406	EST1A	telomerase-binding protein EST1A	Smg6	2484	6.86	67505.4	5	4	3.74	1418
Q8R480	NUP85	nuclear pore complex protein Nup85	Nup85	3519	2.31	45137.1	4	4	7.93	656
Q68FD5	CLH1	clathrin heavy chain 1	Cltc	20	157.35	1358585.1	63	36	25.91	1675
Q6A4J8	UBP7	ubiquitin carboxyl-terminal hydrolase 7	Usp7	491	39.56	409916.7	21	15	16.05	1103
Q9ES97	RTN3	reticulon-3 isoform 1	Rtn3	2921	5	135641.2	4	2	2.28	964
Q68FF6	GIT1	ARF GTPase-activating protein GIT1	Git1	923	25.71	150505.1	8	6	10.65	770
Q65Z40	WAPL	wings apart-like protein homolog isoform 1	Wapl	879	26.96	241206.9	14	13	14.83	1200
Q6PDY2	AEDO	2-aminoethanethiol dioxygenase	Ado	2166	8.81	96297	5	3	14.06	256
Q6PAM1	TXLNA	alpha-taxilin	Txlna	1489	15.45	122623	9	6	13.18	554
Q640N3	RHG30	rho GTPase-activating protein 30	Arhgap30	1539	14.81	65773.7	4	3	3.93	1093
Q8BJW6	EIF2A	eukaryotic translation initiation factor 2A	Eif2a	1163	20.69	167687.9	8	6	15.32	581
Q9D1R9	RL34	60S ribosomal protein L34	Rpl34	3443	2.66	97808.4	3	3	21.37	117
Q80TH2	ERBIN	protein LAP2 isoform 1	Erbb2ip	1591	14.05	137776.5	7	6	4.83	1450
Q5U452	Q5U452	TP53-regulating kinase	Trp53rka	2624	6.2	26036.7	2	2	10.66	244
Q5RJG1	NOL10	nucleolar protein 10	Nol10	3138	4.18	65128.3	3	2	4.08	687
Q5U4C3	SFR19	"splicing factor, arginine/serine-rich 19"	Scaf1	3095	4.35	9128.1	1	1	1.19	1256
Q5U4D9	THOC6	THO complex subunit 6 homolog	Thoc6	2400	7.32	38295.9	3	3	11.14	341
A2AF47	DOC11	dedicator of cytokinesis protein 11	Dock11	476	40.23	349277	17	15	7.43	2073
Q5PSV9	MDC1	mediator of DNA damage checkpoint protein 1	Mdc1	1214	19.64	121069	13	7	5.8	1708
Q5NCR9	NSRP1	nuclear speckle splicing regulatory protein 1	Nsrp1	3372	2.96	36966.5	2	2	3.87	542
Q5DW34	EHMT1	histone-lysine N-methyltransferase EHMT1 isoform 1	Ehmt1	3274	3.45	72937.7	7	6	5.94	1296
Q5NC05	TTF2	transcription termination factor 2	Ttf2	3318	3.27	97569.3	4	4	3.69	1138
Q5EG47	AAPK1	5'-AMP-activated protein kinase catalytic subunit alpha-1	Prkaa1	1723	12.52	67667.9	4	4	8.05	559
Q3UIR3	DTX3L	E3 ubiquitin-protein ligase DTX3L	Dtx3l	969	24.4	166550.1	10	7	10.96	748
Q5SSI6	UTP18	U3 small nucleolar RNA-associated protein 18 homolog	Utp18	1627	13.55	80482.1	7	4	9.96	552
Q6PDL0	DC1L2	cytoplasmic dynein 1 light intermediate chain 2	Dync1li2	2753	5.62	216812.4	4	3	9.35	492
Q6NVF9	CPSF6	cleavage and polyadenylation specificity factor subunit 6 isoform 2	Cpsf6	710	31.95	270507.5	12	5	14.88	551
Q3TXT3	SOSSC	SOSS complex subunit C	Inip	3402	2.85	22652.3	1	1	8.65	104
Q3UCV8	OTUL	ubiquitin thioesterase otulin	Otulin	3504	2.36	17193.3	2	1	3.41	352
P17047	LAMP2	lysosome-associated membrane glycoprotein 2 isoform 1 precursor	Lamp2	2157	8.87	73499.5	4	3	6.51	415
A2ADY9	DDI2	protein DDI1 homolog 2	Ddi2	1159	20.76	161886.1	8	5	15.04	399
Q5F2E7	NUFP2	nuclear fragile X mental retardation-interacting protein 2	Nufip2	3196	3.86	45661.6	3	3	4.77	692
Q9QYC0	ADDA	alpha-adducin isoform 1	Add1	2138	9.03	100844.4	5	3	5.03	735
Q505D1	ANR28	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat	Ankrd28	2473	6.91	79707	3	2	2.85	1053
Q5U3K5	RABL6	rab-like protein 6	Rabl6	3066	4.47	38949.7	3	3	5.66	725
P53569	CEBPZ	CCAAT/enhancer-binding protein zeta	Cebpz	2945	4.92	91454.5	3	3	3.42	1052
B2RW11	B2RW11	ankyrin repeat domain-containing protein 34A	Ankrd34a	3645	1.78	50275.4	3	2	3.64	495
Q9WV98	TIM9	mitochondrial import inner membrane translocase subunit Tim9	Timm9	2902	5.08	123127.8	6	3	30.34	89
Q4FZF3	DDX49	probable ATP-dependent RNA helicase DDX49	Ddx49	3687	1.68	19213.3	1	1	2.29	480
Q7TQK5	CCD93	coiled-coil domain-containing protein 93 isoform a	Ccdc93	2361	7.48	131862	7	5	12.72	629
Q4QQM4	P5I11	tumor protein p53-inducible protein 11	Trp53i11	3644	1.78	27187.6	1	1	5.29	189
O54786	DFFA	DNA fragmentation factor subunit alpha isoform a	Dffa	843	27.61	190322.3	12	7	27.79	331
