UniprotID	ProteinID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
Q5U452	Q5U452	 TP53-regulating kinase 	Trp53rka	3687	5.49	48403.5	1	1	4.1	244
Q58FA4	E2F8	 transcription factor E2F8 	E2f8	2970	8.45	29759.3	1	1	1.98	860
Q8BJM7	TYW1	 S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase 	Tyw1	4006	3.98	9658	1	1	1.8	721
Q3TV70	NR2CA	 nuclear receptor 2C2-associated protein isoform 1 	Nr2c2ap	3858	4.74	64889.3	1	1	8.57	140
Q3U3W2	Q3U3W2	 transmembrane protein 181 	Tmem181a	3295	7.01	19222.8	1	1	3.38	474
Q3UFS0	ZY11B	 protein zyg-11 homolog B 	Zyg11b	3950	4.23	32335.9	1	1	1.88	744
P09581	CSF1R	 macrophage colony-stimulating factor 1 receptor precursor 	Csf1r	3988	4.06	29604.8	1	1	1.54	977
Q99LB2	DHRS4	 dehydrogenase/reductase SDR family member 4 isoform 1 	Dhrs4	3753	5.2	44139.9	1	1	6.09	279
Q9CRC9	GNPI2	 glucosamine-6-phosphate isomerase 2 	Gnpda2	3613	5.85	52712.9	1	1	6.16	276
P63213	GBG2	 guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 	Gng2	3071	7.89	79181.4	1	1	22.53	71
Q3UPV7	Q3UPV7	 zinc finger protein 953 	Zfp953	3850	4.78	21291.7	1	1	3.95	304
Q8R2U0	SEH1	 nucleoporin SEH1 isoform a 	Seh1l	3634	5.74	41922.6	1	1	3.61	360
Q6P073	UB2J2	 ubiquitin-conjugating enzyme E2 J2 isoform a 	Ube2j2	3398	6.61	49192.9	1	1	5.17	271
P97931	UNG	 uracil-DNA glycosylase isoform a 	Ung	3278	7.06	28426.2	1	1	5.56	306
P17439	GLCM	 glucosylceramidase precursor 	Gba	3062	7.93	60406.7	1	1	2.52	515
A0JNU3	LPP60	 60 kDa lysophospholipase 	Aspg	4294	1.92	95914	1	1	1.95	564
A2AFK4	A2AFK4	 mitochondrial ribosome-associated GTPase 2 	Mtg2	3129	7.67	24986.6	1	1	5.43	405
P0C0A3	CHMP6	 charged multivesicular body protein 6 	Chmp6	3746	5.24	38125.7	1	1	6.5	200
P0C7N9	PSMG4	 proteasome assembly chaperone 4 isoform b 	Psmg4	2702	9.91	35058.2	1	1	12.2	123
D3YZV8	CCDC8	 coiled-coil domain-containing protein 8 homolog 	Ccdc8	3571	6.01	23204.8	1	1	2.34	685
P97808	FXYD5	 FXYD domain-containing ion transport regulator 5 isoform a 	Fxyd5	2413	12.09	33062.1	1	1	10.67	178
