UniprotID	ProteinName	GeneName	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
 Q8C0S1 	 DIS3-like exonuclease 1 isoform 1 	 Dis3l 	1.71	16304.6	1	1	1.23	1053
 Q3TNL8 	" inositol 1,4,5-trisphosphate receptor-interacting protein precursor "	 Itprip 	12.34	118997.2	5	4	9.55	555
 P01901 	" H-2 class I histocompatibility antigen, K-W28 alpha chain isoform 1 "	 H2-K1 	79.29	764733.7	31	12	47.15	369
 Q8BL66 	 early endosome antigen 1 	 Eea1 	87.48	526863.7	30	21	18.21	1411
 P59997 	 lysine-specific demethylase 2A 	 Kdm2a 	7.76	73198.7	5	5	4.39	1161
 P48678 	 prelamin-A/C isoform A precursor 	 Lmna 	48.04	371293.6	19	15	27.22	665
 P17156 	 heat shock-related 70 kDa protein 2 	 Hspa2 	32.31	327746.7	13	9	14.69	633
 Q6ZWZ7 	 60S ribosomal protein L17 	 Rpl17 	60.28	1331165.9	50	11	51.09	184
 P61406 	 telomerase-binding protein EST1A 	 Smg6 	6.31	85970.6	4	3	3.31	1418
 Q8R480 	 nuclear pore complex protein Nup85 	 Nup85 	19.78	94244	7	5	9.91	656
 Q7M754 	 Try10-like trypsinogen precursor 	 Gm5409 	3.17	24858.6	1	1	4.07	246
 Q6IFZ6 	" keratin, type II cytoskeletal 1b "	 Krt77 	3.73	111500.3	4	3	6.29	572
 Q68FD5 	 clathrin heavy chain 1 	 Cltc 	313.7	2907329.2	123	55	39.7	1675
 Q6A4J8 	 ubiquitin carboxyl-terminal hydrolase 7 	 Usp7 	93.34	642785.4	40	21	26.47	1103
 Q9ES97 	 reticulon-3 isoform 1 	 Rtn3 	5.93	74546.7	4	2	5.29	964
 Q8R361 	 rab11 family-interacting protein 5 isoform 1 	 Rab11fip5 	2.66	44741.9	2	2	2.5	1318
 O88509 	 DNA (cytosine-5)-methyltransferase 3B isoform 1 	 Dnmt3b 	9.2	19978.4	2	2	2.91	859
 Q68ED7 	 CREB-regulated transcription coactivator 1 	 Crtc1 	3.05	15528.8	2	2	6.67	630
 Q68FF6 	 ARF GTPase-activating protein GIT1 	 Git1 	37.46	203000.2	10	8	14.94	770
 Q5ND28 	 scavenger receptor class F member 1 precursor 	 Scarf1 	13.45	61966.7	3	3	9.02	820
 Q65Z40 	 wings apart-like protein homolog isoform 1 	 Wapl 	42.91	244135.4	12	10	12.5	1200
 Q3TAA8 	 phosphatidylinositol glycan anchor biosynthesis class U protein 	 Pigu 	8.33	14225.2	1	1	3.91	435
 Q6PDY2 	 2-aminoethanethiol dioxygenase 	 Ado 	10.03	82729.4	5	3	12.5	256
 Q6PAM1 	 alpha-taxilin 	 Txlna 	68.26	324700.3	18	10	25.45	554
 Q640N3 	 rho GTPase-activating protein 30 	 Arhgap30 	19.84	158538.8	8	5	6.59	1093
 Q8BJW6 	 eukaryotic translation initiation factor 2A 	 Eif2a 	76.97	438564.2	20	12	30.98	581
 Q6ZWQ0 	 nesprin-2 	 Syne2 	3.05	912179.5	27	23	4.26	6874
 A2RTL5 	 arginine/serine-rich coiled-coil protein 2 	 Rsrc2 	4.27	87699.7	5	4	10.37	434
 Q64191 	 N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase isoform 1 	 Aga 	10.42	88426.1	3	3	10.4	346
 Q9D1R9 	 60S ribosomal protein L34 	 Rpl34 	10.01	219376.1	8	6	38.46	117
 Q80TH2 	 protein LAP2 isoform 1 	 Erbb2ip 	27.7	229151.9	9	7	6	1450
 Q5U452 	 TP53-regulating kinase 	 Trp53rka 	9.92	30170.6	1	1	6.56	244
 Q5RJG1 	 nucleolar protein 10 	 Nol10 	7.27	104157.4	7	5	7.86	687
 Q5U4C3 	" splicing factor, arginine/serine-rich 19 "	 Scaf1 	16.83	99691.6	7	5	5.02	1256
 Q5U4D9 	 THO complex subunit 6 homolog 	 Thoc6 	15	57403.7	3	3	11.44	341
 A2AF47 	 dedicator of cytokinesis protein 11 	 Dock11 	34.17	194279.1	9	7	4.58	2073
 Q5PSV9 	 mediator of DNA damage checkpoint protein 1 	 Mdc1 	18.93	99025.2	8	5	5.33	1708
 Q5DW34 	 histone-lysine N-methyltransferase EHMT1 isoform 1 	 Ehmt1 	32.35	161206.1	10	8	9.88	1296
 Q5EE38 	 adrenocortical dysplasia protein 	 Acd 	1.8	43408.2	2	2	11.54	416
 Q3UR70 	 transforming growth factor-beta receptor-associated protein 1 	 Tgfbrap1 	3.14	19168.3	3	3	4.3	860
